scenario,scenario_key,num_rounds,best_round,best_val_mape,server_optimizer,server_lr,server_beta1,server_beta2,server_tau,server_lr_scale,max_coordinate_step_ratio,update_clip_norm,adaptive_mode,candidate_budget,weight_grid_step,min_client_weight,max_client_weight,selection_epsilon,llm_score_tolerance,weight_l1_change_limit,use_llm,llm_provider,llm_temperature,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
验证引导自适应联邦学习（VG-FedYogi-TR）,VG_FEDYOGI_TR,20,18,0.5724437,fedyogi,0.4,0.9,0.99,0.001,1.0,1.0,,validation_guided,30,0.05,0.05,0.8,0.002,0.002,0.4,False,deepseek,0.8,0.6081546,1754755.1,1319121.0,-0.22975458,0.19684485,0.2754318118095398,0.67297673,1999986.0,1484204.1,-0.03977298,0.058760643005371,-0.19785066
