test_mape,test_rmse,test_mae,test_mpe,test_r2,id,name,seed,success,elapsed_seconds
0.5545,1676009.0,1202005.12,-0.0256,0.339,ab-4,C-fixed-hybrid,456,True,1498.3884217739105
0.5468999999999999,1676092.5,1231954.25,-0.07339999999999999,0.3389,ab-4,C-fixed-hybrid,789,True,2071.3423256874084
0.5564,1923535.5,1464260.62,-0.3078,0.1293,ab-4,C-fixed-hybrid,2024,True,1297.2212643623352
