Dist区域,BIDS投标数量,WorkDays工期,Length长度,Lanes车道数,ContDays合同日期,ContAmnt合同金额,CPPR承包商绩效评分,CPI消费物价指数,ConstSpndg建设投资支出,PLR基准贷款利率,PPI (2 year lag)生产物价指数,ActualAmnt实际结算金额,Client
2,2,7,1.27,4,120,2607381.1,98,184.682,1147951,5.02,166.8,2713987.87,Client 2
2,2,10,1.15,4,250,10149000.0,100,184.682,1147951,5.02,166.8,10313677.36,Client 2
2,3,6,1.49,4,150,2230743.41,102,184.682,1147951,5.02,166.8,2283504.58,Client 2
2,4,2,1.33,3,70,1481410.0,102,184.682,1147951,5.02,166.8,1425657.51,Client 2
2,2,9,3.0,6,120,3923074.92,104,184.682,1147951,5.02,166.8,4232694.86,Client 2
2,5,27,5.22,2,175,3321948.24,90,195.549,1077350,1.92,184.8,3096771.61,Client 2
2,3,49,2.9,4,210,4593255.14,91,195.549,1077350,1.92,184.8,4854122.95,Client 2
2,4,20,1.3,2,180,3360682.02,92,195.549,1077350,1.92,184.8,2487226.43,Client 2
2,3,10,2.82,6,70,1492370.53,94,195.549,1077350,1.92,184.8,1299189.81,Client 2
2,3,44,3.28,4,150,2298028.1,96,195.549,1077350,1.92,184.8,2519361.51,Client 2
2,2,50,0.91,2,175,5244604.07,96,195.549,1077350,1.92,184.8,4400490.03,Client 2
2,1,14,2.57,4,170,2478000.0,96,195.549,1077350,1.92,184.8,2399967.25,Client 2
2,1,6,1.13,4,120,3481892.24,98,195.549,1077350,1.92,184.8,3933772.94,Client 2
2,2,5,1.36,4,150,2238899.8,99,195.549,1077350,1.92,184.8,2608848.01,Client 2
2,2,37,12.55,4,140,5572062.44,102,195.549,1077350,1.92,184.8,4826034.27,Client 2
2,3,10,2.72,2,180,3523685.05,104,195.549,1077350,1.92,184.8,3927051.82,Client 2
2,4,1,2.36,4,60,1211612.65,105,195.549,1077350,1.92,184.8,1231709.18,Client 2
2,5,53,1.1,6,210,3906445.05,83,179.252,906543,0.16,195.5,4601109.24,Client 2
2,3,46,2.0,1,150,3573370.19,89,179.252,906543,0.16,195.5,3715619.91,Client 2
2,3,10,2.84,2,180,2726258.0,90,179.252,906543,0.16,195.5,2749182.54,Client 2
2,2,19,0.82,4,60,983000.0,92,179.252,906543,0.16,195.5,963846.3,Client 2
2,3,37,3.03,1,270,5781659.92,93,179.252,906543,0.16,195.5,6394969.5,Client 2
2,5,26,3.68,6,180,2639791.32,94,179.252,906543,0.16,195.5,2725535.86,Client 2
2,2,7,6.55,4,90,1091000.0,94,179.252,906543,0.16,195.5,1109140.29,Client 2
2,4,60,1.14,1,280,5269727.25,94,179.252,906543,0.16,195.5,5524053.85,Client 2
2,3,8,1.64,1,170,2839000.0,94,179.252,906543,0.16,195.5,3022451.65,Client 2
2,2,13,0.63,4,50,389209.0,96,179.252,906543,0.16,195.5,389209.0,Client 2
2,4,2,4.19,4,100,1078899.0,96,179.252,906543,0.16,195.5,1073401.66,Client 2
2,2,13,0.9,2,90,693000.0,96,179.252,906543,0.16,195.5,731198.7,Client 2
2,5,6,3.17,4,150,633940.0,96,179.252,906543,0.16,195.5,651132.97,Client 2
2,2,42,0.98,3,180,4869750.0,96,179.252,906543,0.16,195.5,5480019.33,Client 2
2,4,28,2.76,6,250,7265411.53,96,179.252,906543,0.16,195.5,8135754.98,Client 2
2,2,42,1.35,3,180,2736839.68,96,179.252,906543,0.16,195.5,2891826.37,Client 2
2,3,30,0.55,2,180,5046000.0,97,179.252,906543,0.16,195.5,5131124.07,Client 2
2,1,1,3.3,1,45,793133.0,97,179.252,906543,0.16,195.5,796008.66,Client 2
2,3,13,4.22,2,65,536873.71,98,179.252,906543,0.16,195.5,507399.25,Client 2
2,3,9,6.8,4,125,1557971.31,98,179.252,906543,0.16,195.5,1514173.63,Client 2
2,2,1,0.99,4,200,3955441.7,98,179.252,906543,0.16,195.5,3828923.13,Client 2
2,5,15,2.34,4,180,3025866.36,98,179.252,906543,0.16,195.5,3184063.11,Client 2
2,4,6,0.98,2,120,1350240.91,98,179.252,906543,0.16,195.5,1388674.2,Client 2
2,2,25,3.01,2,60,690342.8,98,179.252,906543,0.16,195.5,730181.91,Client 2
2,3,23,1.87,2,180,2531845.02,99,179.252,906543,0.16,195.5,2572349.58,Client 2
2,4,1,2.31,1,60,259248.0,100,179.252,906543,0.16,195.5,268322.39,Client 2
2,3,7,3.77,2,60,839720.0,100,179.252,906543,0.16,195.5,851351.57,Client 2
2,3,2,2.33,4,120,486603.3,101,179.252,906543,0.16,195.5,486603.31,Client 2
2,14,20,0.3,1,180,572802.23,102,179.252,906543,0.16,195.5,575050.22,Client 2
2,10,31,4.49,6,585,3280000.0,102,179.252,906543,0.16,195.5,4441759.63,Client 2
2,4,2,0.5,1,60,454745.0,103,179.252,906543,0.16,195.5,453936.5,Client 2
2,5,4,2.96,4,220,936007.37,103,179.252,906543,0.16,195.5,939422.03,Client 2
2,4,14,3.64,3,240,5393960.68,78,212.366,788332,0.1,205.3,5492020.5,Client 2
2,3,10,2.74,2,150,4205548.56,89,212.366,788332,0.1,205.3,3986041.07,Client 2
2,4,10,0.08,2,90,911000.0,90,212.366,788332,0.1,205.3,947221.83,Client 2
2,4,15,10.41,4,210,2151320.52,91,212.366,788332,0.1,205.3,2301762.81,Client 2
2,3,24,3.36,1,120,1967290.62,91,212.366,788332,0.1,205.3,2024751.12,Client 2
2,4,6,0.04,1,100,1503953.65,92,212.366,788332,0.1,205.3,1565751.86,Client 2
2,2,9,14.2,2,120,1147916.75,93,212.366,788332,0.1,205.3,1100096.29,Client 2
2,3,18,11.7,1,90,1759203.94,95,212.366,788332,0.1,205.3,1754686.87,Client 2
2,6,18,0.05,2,120,1731113.89,95,212.366,788332,0.1,205.3,1759100.02,Client 2
2,4,4,0.41,2,150,2454825.43,96,212.366,788332,0.1,205.3,2382578.8,Client 2
2,2,48,6.0,4,200,9258899.99,98,212.366,788332,0.1,205.3,9265415.95,Client 2
2,3,13,11.18,4,140,2245590.67,98,212.366,788332,0.1,205.3,2028945.38,Client 2
2,3,12,13.34,6,210,3045258.0,98,212.366,788332,0.1,205.3,3034822.18,Client 2
2,3,57,0.72,3,240,11188532.32,98,212.366,788332,0.1,205.3,10954431.26,Client 2
2,3,47,2.21,2,210,3852159.09,100,212.366,788332,0.1,205.3,3902630.64,Client 2
2,4,6,2.54,1,100,1159374.74,100,212.366,788332,0.1,205.3,966705.27,Client 2
2,3,36,2.31,6,240,2704763.44,101,212.366,788332,0.1,205.3,2549160.22,Client 2
2,4,3,2.86,2,180,2229983.75,104,212.366,788332,0.1,205.3,2259495.58,Client 2
2,9,64,2.95,3,420,3880695.18,82,193.396,809256,0.18,222.4,5292055.91,Client 2
2,5,26,2.28,2,260,10827009.54,92,193.396,809256,0.18,222.4,10242619.81,Client 2
2,6,17,2.32,4,250,5485032.58,93,193.396,809256,0.18,222.4,5285194.17,Client 2
2,4,1,1.89,4,75,775220.0,94,193.396,809256,0.18,222.4,706130.56,Client 2
2,3,6,2.73,4,160,2898429.3,94,193.396,809256,0.18,222.4,2834338.19,Client 2
2,3,19,2.88,6,200,3791020.29,94,193.396,809256,0.18,222.4,4005899.42,Client 2
2,4,1,9.9,4,90,1458385.82,94,193.396,809256,0.18,222.4,1466138.09,Client 2
2,4,23,2.32,1,300,4636499.05,96,193.396,809256,0.18,222.4,4615024.32,Client 2
2,3,4,2.26,3,130,294798.0,96,193.396,809256,0.18,222.4,289979.66,Client 2
2,3,9,5.64,2,150,858000.0,96,193.396,809256,0.18,222.4,845212.9,Client 2
2,6,9,1.76,4,200,1394806.97,96,193.396,809256,0.18,222.4,1357587.68,Client 2
2,5,14,3.46,4,240,2771667.17,96,193.396,809256,0.18,222.4,2531003.83,Client 2
2,4,14,0.49,4,250,1608888.88,97,193.396,809256,0.18,222.4,1849800.53,Client 2
2,4,26,3.95,6,165,940930.0,98,193.396,809256,0.18,222.4,948889.81,Client 2
2,3,2,2.22,4,200,831478.0,98,193.396,809256,0.18,222.4,852149.75,Client 2
2,4,2,0.48,4,170,1634031.06,98,193.396,809256,0.18,222.4,1773283.25,Client 2
2,4,2,14.52,2,150,1590496.77,100,193.396,809256,0.18,222.4,1568226.2,Client 2
2,6,4,2.19,3,95,1617578.12,102,193.396,809256,0.18,222.4,1666874.92,Client 2
2,3,6,4.55,4,170,5280012.96,102,193.396,809256,0.18,222.4,5423329.8,Client 2
2,3,7,0.33,2,165,1648348.37,104,193.396,809256,0.18,222.4,1591463.61,Client 2
3,2,106,2.56,1,195,2978726.0,83,163.1,991356,1.35,133.7,3175072.11,Client 2
3,2,280,0.91,1,395,5309754.66,86,163.1,991356,1.35,133.7,5884633.46,Client 2
3,3,146,7.55,1,190,5088420.74,88,163.1,991356,1.35,133.7,5372735.41,Client 2
3,2,6,0.59,4,55,740953.0,89,163.1,991356,1.35,133.7,705278.66,Client 2
3,3,31,5.88,1,375,5523505.19,89,163.1,991356,1.35,133.7,5727440.24,Client 2
3,3,15,3.83,1,95,848973.86,94,163.1,991356,1.35,133.7,765641.4,Client 2
3,3,14,8.0,1,125,994943.67,96,163.1,991356,1.35,133.7,940252.16,Client 2
3,3,43,5.87,4,140,1583955.71,82,173.9,1116811,3.22,136.6,1759069.64,Client 2
3,2,15,1.7,4,135,3351295.0,85,173.9,1116811,3.22,136.6,3356378.68,Client 2
3,2,18,2.49,4,190,3035523.46,89,173.9,1116811,3.22,136.6,3087665.83,Client 2
3,2,16,1.74,6,210,2971212.0,91,173.9,1116811,3.22,136.6,3091979.44,Client 2
3,2,1,1.32,5,121,1929525.0,92,173.9,1116811,3.22,136.6,1986532.66,Client 2
3,2,12,9.69,2,120,2131234.56,92,173.9,1116811,3.22,136.6,2119443.49,Client 2
3,2,4,0.92,4,95,983982.48,93,173.9,1116811,3.22,136.6,974512.49,Client 2
3,3,118,7.27,1,119,2094000.0,96,173.9,1116811,3.22,136.6,2091588.43,Client 2
3,2,14,3.94,4,205,4191498.5,97,173.9,1116811,3.22,136.6,4473459.09,Client 2
3,1,3,2.5,3,75,425000.0,97,173.9,1116811,3.22,136.6,473322.02,Client 2
3,2,73,0.83,6,254,4831461.52,98,173.9,1116811,3.22,136.6,5592441.32,Client 2
3,2,14,4.66,5,110,1683412.0,100,173.9,1116811,3.22,136.6,1673098.75,Client 2
3,2,38,1.84,1,285,6484875.25,100,173.9,1116811,3.22,136.6,6968685.06,Client 2
3,4,18,0.4,3,225,4058723.91,104,173.9,1116811,3.22,136.6,4539364.42,Client 2
3,3,18,1.12,1,255,3844821.85,53,157.6,891497,1.13,137.0,3942838.8,Client 2
3,2,68,4.32,1,305,4899477.4,64,157.6,891497,1.13,137.0,5610608.05,Client 2
3,2,25,2.65,1,90,745765.0,87,157.6,891497,1.13,137.0,758839.44,Client 2
3,6,74,2.66,1,440,5927186.35,94,157.6,891497,1.13,137.0,5589056.9,Client 2
3,2,62,2.95,1,250,4631747.21,100,157.6,891497,1.13,137.0,4435832.44,Client 2
3,3,4,1.02,4,105,2052696.74,91,180.9,1161282,4.97,148.2,1720432.94,Client 2
3,2,47,0.66,5,190,3093000.5,93,180.9,1161282,4.97,148.2,3208622.38,Client 2
3,2,87,0.71,2,225,4165211.03,95,180.9,1161282,4.97,148.2,4334113.53,Client 2
3,3,3,1.94,4,155,5598008.6,97,180.9,1161282,4.97,148.2,5445939.74,Client 2
3,3,5,2.97,6,180,5845318.0,97,180.9,1161282,4.97,148.2,5715367.8,Client 2
3,3,10,2.33,6,130,2125000.0,98,180.9,1161282,4.97,148.2,2085328.13,Client 2
3,2,16,4.0,5,222,7365422.48,100,180.9,1161282,4.97,148.2,7543242.05,Client 2
3,2,27,12.44,1,310,4943000.0,100,180.9,1161282,4.97,148.2,5219456.19,Client 2
3,3,27,0.59,6,177,7215041.0,100,180.9,1161282,4.97,148.2,7250403.84,Client 2
3,2,33,4.37,4,205,5249224.38,100,180.9,1161282,4.97,148.2,5206840.2,Client 2
3,3,28,1.02,1,145,4918543.01,78,184.682,1147951,5.02,166.8,5689519.31,Client 2
3,3,4,0.12,2,70,720718.0,96,184.682,1147951,5.02,166.8,699867.11,Client 2
3,2,26,0.46,1,85,2099099.0,97,184.682,1147951,5.02,166.8,2100843.53,Client 2
3,2,9,1.88,1,110,976300.0,98,184.682,1147951,5.02,166.8,943761.71,Client 2
3,4,19,2.04,1,115,2735106.0,98,184.682,1147951,5.02,166.8,3067083.7,Client 2
3,4,23,0.18,4,180,6507874.89,98,184.682,1147951,5.02,166.8,7739275.23,Client 2
3,2,10,0.71,1,170,2300000.0,100,184.682,1147951,5.02,166.8,2314853.91,Client 2
3,4,29,16.98,1,230,3496312.58,100,184.682,1147951,5.02,166.8,4036102.99,Client 2
3,3,21,0.76,1,220,9645412.51,102,184.682,1147951,5.02,166.8,11499392.72,Client 2
3,1,18,0.92,6,101,1752739.62,104,184.682,1147951,5.02,166.8,1582007.92,Client 2
3,2,2,0.0,1,150,2674522.0,104,184.682,1147951,5.02,166.8,2639898.43,Client 2
3,2,6,6.99,1,150,2469836.28,104,184.682,1147951,5.02,166.8,2626291.08,Client 2
3,5,9,0.13,4,50,126358.0,106,184.682,1147951,5.02,166.8,114514.0,Client 2
3,3,50,0.22,1,362,9750000.0,88,195.549,1077350,1.92,184.8,9587642.11,Client 2
3,3,100,3.69,4,305,5049714.49,90,195.549,1077350,1.92,184.8,3974462.82,Client 2
3,5,11,3.48,2,77,334244.57,94,195.549,1077350,1.92,184.8,288365.98,Client 2
3,2,35,1.06,4,140,4284453.36,95,195.549,1077350,1.92,184.8,5512667.39,Client 2
3,2,90,1.36,4,322,5966378.74,95,195.549,1077350,1.92,184.8,5833333.05,Client 2
3,3,100,1.0,1,185,6764530.2,95,195.549,1077350,1.92,184.8,6223238.63,Client 2
3,4,14,0.04,4,130,1654910.8,98,195.549,1077350,1.92,184.8,1522575.51,Client 2
3,4,116,10.33,2,200,5149777.95,100,195.549,1077350,1.92,184.8,7485112.49,Client 2
3,3,15,0.4,2,140,2128555.81,100,195.549,1077350,1.92,184.8,2031642.95,Client 2
3,3,128,0.33,2,330,5992194.14,100,195.549,1077350,1.92,184.8,5485172.13,Client 2
3,2,76,1.06,4,330,11481219.7,102,195.549,1077350,1.92,184.8,9703665.4,Client 2
3,4,43,12.25,1,240,3260604.56,102,195.549,1077350,1.92,184.8,3121894.61,Client 2
3,3,56,1.53,1,230,2213091.92,88,179.252,906543,0.16,195.5,2270163.34,Client 2
3,3,1,7.02,2,105,986041.16,94,179.252,906543,0.16,195.5,958656.29,Client 2
3,4,29,0.44,1,275,2996527.38,95,179.252,906543,0.16,195.5,3022120.57,Client 2
3,4,38,5.97,2,230,3339732.07,97,179.252,906543,0.16,195.5,3418086.48,Client 2
3,2,37,7.41,2,260,4128747.7,98,179.252,906543,0.16,195.5,4294873.34,Client 2
3,3,6,5.16,2,60,168376.79,98,179.252,906543,0.16,195.5,144814.62,Client 2
3,5,3,2.31,1,142,1323324.47,98,179.252,906543,0.16,195.5,1374898.59,Client 2
3,4,14,5.4,1,155,1468709.1,100,179.252,906543,0.16,195.5,1455006.14,Client 2
3,4,23,1.22,2,150,2778239.31,100,179.252,906543,0.16,195.5,3098738.11,Client 2
3,4,74,1.27,4,290,5745323.46,100,179.252,906543,0.16,195.5,6276856.58,Client 2
3,4,22,1.19,4,80,348843.14,101,179.252,906543,0.16,195.5,332919.71,Client 2
3,2,13,1.02,1,110,1679656.72,104,179.252,906543,0.16,195.5,1628164.04,Client 2
3,3,50,1.86,2,190,3321698.03,83,212.366,788332,0.1,205.3,2724185.92,Client 2
3,3,42,4.21,6,370,3997651.25,91,212.366,788332,0.1,205.3,4489302.28,Client 2
3,3,269,1.24,4,270,6483238.08,95,212.366,788332,0.1,205.3,7068591.15,Client 2
3,4,63,1.64,4,218,4263052.2,96,212.366,788332,0.1,205.3,4213434.1,Client 2
3,4,91,2.64,3,264,4646325.17,97,212.366,788332,0.1,205.3,5224828.88,Client 2
3,5,4,9.15,2,80,435852.83,98,212.366,788332,0.1,205.3,397410.9,Client 2
3,3,29,2.24,3,190,4994247.32,98,212.366,788332,0.1,205.3,5133924.33,Client 2
3,4,38,2.06,1,215,1864219.32,98,212.366,788332,0.1,205.3,1851816.05,Client 2
3,4,37,10.13,4,345,9177407.16,100,212.366,788332,0.1,205.3,9500454.46,Client 2
3,4,6,3.32,1,100,382244.63,104,212.366,788332,0.1,205.3,364959.45,Client 2
3,2,8,4.45,1,145,1529351.2,90,193.396,809256,0.18,222.4,1532464.75,Client 2
3,1,28,5.69,2,205,263000.0,94,193.396,809256,0.18,222.4,246408.36,Client 2
3,3,36,4.35,4,147,1097763.85,95,193.396,809256,0.18,222.4,1017735.32,Client 2
3,4,70,2.36,2,110,933818.24,95,193.396,809256,0.18,222.4,905947.3,Client 2
3,3,10,7.58,4,185,3334624.32,96,193.396,809256,0.18,222.4,3503529.43,Client 2
3,4,16,0.31,1,191,2814287.33,96,193.396,809256,0.18,222.4,2790046.22,Client 2
3,3,43,11.46,4,215,2997002.49,97,193.396,809256,0.18,222.4,3024173.31,Client 2
3,3,5,1.84,4,70,220120.78,97,193.396,809256,0.18,222.4,193976.13,Client 2
3,5,10,1.98,4,120,969088.83,98,193.396,809256,0.18,222.4,924303.42,Client 2
3,3,20,2.44,1,105,850341.85,98,193.396,809256,0.18,222.4,838166.2,Client 2
3,5,28,1.41,1,155,780783.94,98,193.396,809256,0.18,222.4,817246.39,Client 2
3,4,4,1.26,6,105,1148462.38,98,193.396,809256,0.18,222.4,1047686.56,Client 2
3,2,39,1.13,3,355,7257192.4,99,193.396,809256,0.18,222.4,8320399.6,Client 2
3,4,132,12.53,2,250,4705941.74,100,193.396,809256,0.18,222.4,5198935.06,Client 2
3,3,13,4.03,2,175,1282215.71,102,193.396,809256,0.18,222.4,1266105.94,Client 2
3,3,3,22.49,2,150,2249646.35,102,193.396,809256,0.18,222.4,2461992.3,Client 2
3,3,4,0.76,1,162,1103842.15,104,193.396,809256,0.18,222.4,1032894.93,Client 2
1,2,10,0.87,2,80,1328810.0,63,163.1,991356,1.35,133.7,1218378.33,Client 3
1,2,14,2.63,2,110,1564000.0,81,163.1,991356,1.35,133.7,1661388.57,Client 3
1,2,10,9.82,2,105,797000.0,95,163.1,991356,1.35,133.7,805477.47,Client 3
1,1,56,2.55,2,185,2078500.0,96,163.1,991356,1.35,133.7,2091080.44,Client 3
1,2,24,1.85,4,130,1579421.2,98,163.1,991356,1.35,133.7,1893129.14,Client 3
1,2,5,0.48,2,130,1330442.08,98,163.1,991356,1.35,133.7,1375512.5,Client 3
1,2,10,4.74,2,100,1035672.0,98,163.1,991356,1.35,133.7,1005293.14,Client 3
1,2,17,1.32,6,160,3997107.82,106,163.1,991356,1.35,133.7,4195177.41,Client 3
1,3,61,2.84,2,215,3132416.12,76,173.9,1116811,3.22,136.6,2782265.24,Client 3
1,3,11,3.8,5,80,1300204.98,85,173.9,1116811,3.22,136.6,1126729.74,Client 3
1,2,21,13.01,1,125,2404565.17,89,173.9,1116811,3.22,136.6,2478701.49,Client 3
1,2,12,2.21,2,145,2427000.0,96,173.9,1116811,3.22,136.6,2527643.72,Client 3
1,2,38,1.81,6,240,5502977.1,98,173.9,1116811,3.22,136.6,5520546.05,Client 3
1,2,8,1.0,1,99,2847752.55,98,173.9,1116811,3.22,136.6,2800402.19,Client 3
1,2,3,6.78,1,80,1527944.49,98,173.9,1116811,3.22,136.6,1397161.02,Client 3
1,4,14,0.25,1,60,1079989.0,98,173.9,1116811,3.22,136.6,1068208.31,Client 3
1,2,3,2.08,5,80,1230000.0,100,173.9,1116811,3.22,136.6,1181202.84,Client 3
1,3,4,6.2,1,115,2187500.0,102,173.9,1116811,3.22,136.6,2268815.78,Client 3
1,2,2,2.16,2,75,471834.58,83,180.9,1161282,4.97,148.2,507844.46,Client 3
1,1,7,0.28,1,100,2177515.75,94,180.9,1161282,4.97,148.2,2387465.21,Client 3
1,2,5,0.06,4,110,2113000.0,96,180.9,1161282,4.97,148.2,2174528.65,Client 3
1,1,5,3.29,1,200,2395756.05,98,180.9,1161282,4.97,148.2,2330674.25,Client 3
1,2,5,4.7,1,105,1464535.87,98,180.9,1161282,4.97,148.2,1414830.4,Client 3
1,3,7,0.6,1,75,1133008.78,98,180.9,1161282,4.97,148.2,1079913.24,Client 3
1,2,12,1.33,3,100,2018905.6,98,180.9,1161282,4.97,148.2,1933489.25,Client 3
1,2,4,0.97,1,215,4730549.15,98,180.9,1161282,4.97,148.2,4674893.98,Client 3
1,2,10,1.92,2,80,1315000.0,100,180.9,1161282,4.97,148.2,1227684.61,Client 3
1,3,4,0.23,6,90,1833000.0,102,180.9,1161282,4.97,148.2,1761877.53,Client 3
1,2,4,10.69,2,60,449563.22,102,180.9,1161282,4.97,148.2,435484.69,Client 3
1,1,3,1.69,1,110,2804000.0,104,180.9,1161282,4.97,148.2,2881092.0,Client 3
1,2,7,3.57,1,130,5265915.0,105,180.9,1161282,4.97,148.2,3575784.41,Client 3
1,3,15,4.58,2,220,5250578.09,94,184.682,1147951,5.02,166.8,5726530.98,Client 3
1,3,17,3.11,1,115,1659787.8,98,184.682,1147951,5.02,166.8,1535286.69,Client 3
1,3,6,1.54,6,100,2084000.0,98,184.682,1147951,5.02,166.8,2102600.94,Client 3
1,3,7,1.0,1,90,959900.0,98,184.682,1147951,5.02,166.8,1009489.86,Client 3
1,3,6,5.69,1,145,3608850.56,104,184.682,1147951,5.02,166.8,3867415.53,Client 3
1,2,3,6.07,3,125,2229000.0,104,184.682,1147951,5.02,166.8,2196947.28,Client 3
1,3,6,5.13,4,105,2860000.0,104,184.682,1147951,5.02,166.8,2987230.76,Client 3
1,4,5,0.06,1,100,2045867.0,104,184.682,1147951,5.02,166.8,2070283.57,Client 3
1,3,2,7.12,4,75,1077513.0,104,184.682,1147951,5.02,166.8,1084349.09,Client 3
1,3,4,11.66,2,75,916428.01,106,184.682,1147951,5.02,166.8,835051.46,Client 3
1,3,11,1.69,2,175,2628928.74,95,195.549,1077350,1.92,184.8,3058683.43,Client 3
1,4,13,0.93,1,80,937640.55,96,195.549,1077350,1.92,184.8,894869.86,Client 3
1,3,9,6.82,2,120,3692431.0,96,195.549,1077350,1.92,184.8,3280621.49,Client 3
1,2,11,1.07,1,75,2540000.0,97,195.549,1077350,1.92,184.8,2373563.35,Client 3
1,3,5,0.61,5,80,869000.0,98,195.549,1077350,1.92,184.8,924581.79,Client 3
1,4,10,2.94,1,105,3144681.0,98,195.549,1077350,1.92,184.8,3122322.01,Client 3
1,4,6,6.83,1,90,1431108.0,98,195.549,1077350,1.92,184.8,1293705.13,Client 3
1,3,9,2.77,4,80,2310000.0,98,195.549,1077350,1.92,184.8,1866940.63,Client 3
1,5,2,0.5,4,65,3055000.0,98,195.549,1077350,1.92,184.8,2686468.59,Client 3
1,4,10,2.82,4,100,1888943.0,102,195.549,1077350,1.92,184.8,1813495.01,Client 3
1,4,2,0.47,4,100,883265.55,102,195.549,1077350,1.92,184.8,871626.71,Client 3
1,5,2,3.99,6,45,3621000.01,102,195.549,1077350,1.92,184.8,3035308.3,Client 3
1,5,15,6.29,1,155,2873000.0,102,195.549,1077350,1.92,184.8,2694559.15,Client 3
1,4,13,5.97,2,75,932415.0,104,195.549,1077350,1.92,184.8,1002302.39,Client 3
1,7,6,2.22,4,150,2333023.0,104,195.549,1077350,1.92,184.8,2019506.75,Client 3
1,4,1,1.84,1,95,1043078.27,104,195.549,1077350,1.92,184.8,954417.41,Client 3
1,2,8,1.38,1,105,3460000.0,104,195.549,1077350,1.92,184.8,3412436.17,Client 3
1,3,7,5.0,2,135,4302390.0,104,195.549,1077350,1.92,184.8,4165769.15,Client 3
1,5,8,2.9,4,130,2204840.0,60,179.252,906543,0.16,195.5,2247207.26,Client 3
1,4,3,2.35,1,70,1266141.24,82,179.252,906543,0.16,195.5,1212528.08,Client 3
1,2,12,2.71,1,160,3644453.63,82,179.252,906543,0.16,195.5,3996512.47,Client 3
1,5,20,1.55,5,260,4307575.66,88,179.252,906543,0.16,195.5,5148206.46,Client 3
1,3,15,11.61,4,180,3499812.0,89,179.252,906543,0.16,195.5,3869021.37,Client 3
1,5,1,1.2,1,90,456279.0,90,179.252,906543,0.16,195.5,449358.36,Client 3
1,2,14,1.0,4,135,3377398.21,90,179.252,906543,0.16,195.5,3731755.12,Client 3
1,3,6,1.71,1,135,1846427.0,92,179.252,906543,0.16,195.5,1951455.76,Client 3
1,3,10,0.03,6,100,2120637.1,93,179.252,906543,0.16,195.5,2073871.78,Client 3
1,2,7,14.06,2,150,1494000.0,95,179.252,906543,0.16,195.5,1432924.67,Client 3
1,1,10,0.89,2,325,1187500.0,97,179.252,906543,0.16,195.5,1326014.3,Client 3
1,3,8,0.16,4,130,2105992.48,98,179.252,906543,0.16,195.5,2090914.33,Client 3
1,5,21,0.76,1,115,2110000.0,98,179.252,906543,0.16,195.5,2087945.36,Client 3
1,4,6,0.77,5,75,597790.85,98,179.252,906543,0.16,195.5,568958.62,Client 3
1,4,3,2.8,2,100,820425.0,98,179.252,906543,0.16,195.5,768695.03,Client 3
1,4,15,1.81,5,80,480900.0,98,179.252,906543,0.16,195.5,456250.39,Client 3
1,5,38,4.99,2,120,1354174.0,98,179.252,906543,0.16,195.5,1485158.9,Client 3
1,5,34,2.0,6,190,2589000.0,98,179.252,906543,0.16,195.5,2691072.9,Client 3
1,6,11,5.06,1,145,1198000.0,98,179.252,906543,0.16,195.5,1204890.89,Client 3
1,3,10,1.99,4,125,897300.0,98,179.252,906543,0.16,195.5,877045.26,Client 3
1,6,36,1.78,4,150,4960807.0,99,179.252,906543,0.16,195.5,5040252.39,Client 3
1,3,8,1.29,4,100,875850.0,100,179.252,906543,0.16,195.5,819060.5,Client 3
1,3,16,8.75,4,300,4955834.22,100,179.252,906543,0.16,195.5,5019011.39,Client 3
1,3,5,9.8,4,150,393075.0,100,179.252,906543,0.16,195.5,376877.37,Client 3
1,1,7,2.3,4,175,665000.0,100,179.252,906543,0.16,195.5,621641.47,Client 3
1,3,26,6.2,2,110,2824000.0,100,179.252,906543,0.16,195.5,2879874.89,Client 3
1,3,13,1.78,1,95,1200219.63,102,179.252,906543,0.16,195.5,1136564.8,Client 3
1,1,3,3.69,2,215,1240066.81,102,179.252,906543,0.16,195.5,1261868.34,Client 3
1,4,2,0.68,1,55,192660.7,104,179.252,906543,0.16,195.5,185623.17,Client 3
1,1,1,1.1,4,250,692790.0,104,179.252,906543,0.16,195.5,704559.76,Client 3
1,1,8,4.01,2,200,573240.0,106,179.252,906543,0.16,195.5,536925.28,Client 3
1,5,3,7.82,6,98,2076079.0,108,179.252,906543,0.16,195.5,2073553.19,Client 3
1,4,9,9.28,4,90,1186873.75,108,179.252,906543,0.16,195.5,1147062.92,Client 3
1,4,3,0.91,3,135,1020623.0,44,212.366,788332,0.1,205.3,755035.45,Client 3
1,5,2,4.55,2,80,551590.0,54,212.366,788332,0.1,205.3,508662.86,Client 3
1,3,76,1.09,6,190,5262910.45,70,212.366,788332,0.1,205.3,5304906.74,Client 3
1,2,13,5.54,2,225,3368021.15,80,212.366,788332,0.1,205.3,3320576.75,Client 3
1,4,4,2.37,6,185,3034689.0,89,212.366,788332,0.1,205.3,2971978.68,Client 3
1,4,86,4.79,2,200,5376123.0,90,212.366,788332,0.1,205.3,5570602.27,Client 3
1,4,36,7.45,1,100,1228443.0,90,212.366,788332,0.1,205.3,1202015.15,Client 3
1,4,7,0.96,3,90,646393.31,96,212.366,788332,0.1,205.3,622254.29,Client 3
1,4,3,2.07,3,70,397472.6,96,212.366,788332,0.1,205.3,377436.1,Client 3
1,2,7,15.7,1,140,1953814.88,98,212.366,788332,0.1,205.3,1937857.28,Client 3
