BIDS,CPPR,ContDays,LEN,LANE,WeatherDelayDays,CPI,ContSpend,PLR,PPI,ContAmnt,Client
4,96,150,0.41,2,4,212.366,788332,0.1,205.3,2454825.43,Client 2
2,98,200,6.0,4,48,212.366,788332,0.1,205.3,9258899.99,Client 2
3,98,140,11.18,4,13,212.366,788332,0.1,205.3,2245590.67,Client 2
3,98,210,13.34,6,12,212.366,788332,0.1,205.3,3045258.0,Client 2
3,98,240,0.72,3,57,212.366,788332,0.1,205.3,11188532.32,Client 2
3,100,210,2.21,2,47,212.366,788332,0.1,205.3,3852159.09,Client 2
4,100,100,2.54,1,6,212.366,788332,0.1,205.3,1159374.74,Client 2
3,101,240,2.31,6,36,212.366,788332,0.1,205.3,2704763.44,Client 2
4,104,180,2.86,2,3,212.366,788332,0.1,205.3,2229983.75,Client 2
9,82,420,2.95,3,64,193.396,809256,0.18,222.4,3880695.18,Client 2
5,92,260,2.28,2,26,193.396,809256,0.18,222.4,10827009.54,Client 2
6,93,250,2.32,4,17,193.396,809256,0.18,222.4,5485032.58,Client 2
4,94,75,1.89,4,1,193.396,809256,0.18,222.4,775220.0,Client 2
3,94,160,2.73,4,6,193.396,809256,0.18,222.4,2898429.3,Client 2
3,94,200,2.88,6,19,193.396,809256,0.18,222.4,3791020.29,Client 2
4,94,90,9.9,4,1,193.396,809256,0.18,222.4,1458385.82,Client 2
4,96,300,2.32,1,23,193.396,809256,0.18,222.4,4636499.05,Client 2
3,96,130,2.26,3,4,193.396,809256,0.18,222.4,294798.0,Client 2
3,96,150,5.64,2,9,193.396,809256,0.18,222.4,858000.0,Client 2
6,96,200,1.76,4,9,193.396,809256,0.18,222.4,1394806.97,Client 2
5,96,240,3.46,4,14,193.396,809256,0.18,222.4,2771667.17,Client 2
4,97,250,0.49,4,14,193.396,809256,0.18,222.4,1608888.88,Client 2
4,98,165,3.95,6,26,193.396,809256,0.18,222.4,940930.0,Client 2
3,98,200,2.22,4,2,193.396,809256,0.18,222.4,831478.0,Client 2
4,98,170,0.48,4,2,193.396,809256,0.18,222.4,1634031.06,Client 2
4,100,150,14.52,2,2,193.396,809256,0.18,222.4,1590496.77,Client 2
6,102,95,2.19,3,4,193.396,809256,0.18,222.4,1617578.12,Client 2
3,102,170,4.55,4,6,193.396,809256,0.18,222.4,5280012.96,Client 2
3,104,165,0.33,2,7,193.396,809256,0.18,222.4,1648348.37,Client 2
2,83,195,2.56,1,106,163.1,991356,1.35,133.7,2978726.0,Client 2
2,86,395,0.91,1,280,163.1,991356,1.35,133.7,5309754.66,Client 2
3,88,190,7.55,1,146,163.1,991356,1.35,133.7,5088420.74,Client 2
2,89,55,0.59,4,6,163.1,991356,1.35,133.7,740953.0,Client 2
3,89,375,5.88,1,31,163.1,991356,1.35,133.7,5523505.19,Client 2
3,94,95,3.83,1,15,163.1,991356,1.35,133.7,848973.86,Client 2
3,96,125,8.0,1,14,163.1,991356,1.35,133.7,994943.67,Client 2
3,82,140,5.87,4,43,173.9,1116811,3.22,136.6,1583955.71,Client 2
2,85,135,1.7,4,15,173.9,1116811,3.22,136.6,3351295.0,Client 2
2,89,190,2.49,4,18,173.9,1116811,3.22,136.6,3035523.46,Client 2
2,91,210,1.74,6,16,173.9,1116811,3.22,136.6,2971212.0,Client 2
2,92,121,1.32,5,1,173.9,1116811,3.22,136.6,1929525.0,Client 2
2,92,120,9.69,2,12,173.9,1116811,3.22,136.6,2131234.56,Client 2
2,93,95,0.92,4,4,173.9,1116811,3.22,136.6,983982.48,Client 2
3,96,119,7.27,1,118,173.9,1116811,3.22,136.6,2094000.0,Client 2
2,97,205,3.94,4,14,173.9,1116811,3.22,136.6,4191498.5,Client 2
1,97,75,2.5,3,3,173.9,1116811,3.22,136.6,425000.0,Client 2
2,98,254,0.83,6,73,173.9,1116811,3.22,136.6,4831461.52,Client 2
2,100,110,4.66,5,14,173.9,1116811,3.22,136.6,1683412.0,Client 2
2,100,285,1.84,1,38,173.9,1116811,3.22,136.6,6484875.25,Client 2
4,104,225,0.4,3,18,173.9,1116811,3.22,136.6,4058723.91,Client 2
3,53,255,1.12,1,18,157.6,891497,1.13,137.0,3844821.85,Client 2
2,64,305,4.32,1,68,157.6,891497,1.13,137.0,4899477.4,Client 2
2,87,90,2.65,1,25,157.6,891497,1.13,137.0,745765.0,Client 2
6,94,440,2.66,1,74,157.6,891497,1.13,137.0,5927186.35,Client 2
2,100,250,2.95,1,62,157.6,891497,1.13,137.0,4631747.21,Client 2
3,91,105,1.02,4,4,180.9,1161282,4.97,148.2,2052696.74,Client 2
2,93,190,0.66,5,47,180.9,1161282,4.97,148.2,3093000.5,Client 2
2,95,225,0.71,2,87,180.9,1161282,4.97,148.2,4165211.03,Client 2
3,97,155,1.94,4,3,180.9,1161282,4.97,148.2,5598008.6,Client 2
3,97,180,2.97,6,5,180.9,1161282,4.97,148.2,5845318.0,Client 2
3,98,130,2.33,6,10,180.9,1161282,4.97,148.2,2125000.0,Client 2
2,100,222,4.0,5,16,180.9,1161282,4.97,148.2,7365422.48,Client 2
2,100,310,12.44,1,27,180.9,1161282,4.97,148.2,4943000.0,Client 2
3,100,177,0.59,6,27,180.9,1161282,4.97,148.2,7215041.0,Client 2
2,100,205,4.37,4,33,180.9,1161282,4.97,148.2,5249224.38,Client 2
3,78,145,1.02,1,28,184.682,1147951,5.02,166.8,4918543.01,Client 2
3,96,70,0.12,2,4,184.682,1147951,5.02,166.8,720718.0,Client 2
2,97,85,0.46,1,26,184.682,1147951,5.02,166.8,2099099.0,Client 2
2,98,110,1.88,1,9,184.682,1147951,5.02,166.8,976300.0,Client 2
4,98,115,2.04,1,19,184.682,1147951,5.02,166.8,2735106.0,Client 2
4,98,180,0.18,4,23,184.682,1147951,5.02,166.8,6507874.89,Client 2
2,100,170,0.71,1,10,184.682,1147951,5.02,166.8,2300000.0,Client 2
4,100,230,16.98,1,29,184.682,1147951,5.02,166.8,3496312.58,Client 2
3,102,220,0.76,1,21,184.682,1147951,5.02,166.8,9645412.51,Client 2
1,104,101,0.92,6,18,184.682,1147951,5.02,166.8,1752739.62,Client 2
2,104,150,0.0,1,2,184.682,1147951,5.02,166.8,2674522.0,Client 2
2,104,150,6.99,1,6,184.682,1147951,5.02,166.8,2469836.28,Client 2
5,106,50,0.13,4,9,184.682,1147951,5.02,166.8,126358.0,Client 2
3,88,362,0.22,1,50,195.549,1077350,1.92,184.8,9750000.0,Client 2
3,90,305,3.69,4,100,195.549,1077350,1.92,184.8,5049714.49,Client 2
5,94,77,3.48,2,11,195.549,1077350,1.92,184.8,334244.57,Client 2
2,95,140,1.06,4,35,195.549,1077350,1.92,184.8,4284453.36,Client 2
2,95,322,1.36,4,90,195.549,1077350,1.92,184.8,5966378.74,Client 2
3,95,185,1.0,1,100,195.549,1077350,1.92,184.8,6764530.2,Client 2
4,98,130,0.04,4,14,195.549,1077350,1.92,184.8,1654910.8,Client 2
4,100,200,10.33,2,116,195.549,1077350,1.92,184.8,5149777.95,Client 2
3,100,140,0.4,2,15,195.549,1077350,1.92,184.8,2128555.81,Client 2
3,100,330,0.33,2,128,195.549,1077350,1.92,184.8,5992194.14,Client 2
2,102,330,1.06,4,76,195.549,1077350,1.92,184.8,11481219.7,Client 2
4,102,240,12.25,1,43,195.549,1077350,1.92,184.8,3260604.56,Client 2
3,88,230,1.53,1,56,179.252,906543,0.16,195.5,2213091.92,Client 2
3,94,105,7.02,2,1,179.252,906543,0.16,195.5,986041.16,Client 2
4,95,275,0.44,1,29,179.252,906543,0.16,195.5,2996527.38,Client 2
4,97,230,5.97,2,38,179.252,906543,0.16,195.5,3339732.07,Client 2
2,98,260,7.41,2,37,179.252,906543,0.16,195.5,4128747.7,Client 2
3,98,60,5.16,2,6,179.252,906543,0.16,195.5,168376.79,Client 2
5,98,142,2.31,1,3,179.252,906543,0.16,195.5,1323324.47,Client 2
4,100,155,5.4,1,14,179.252,906543,0.16,195.5,1468709.1,Client 2
4,100,150,1.22,2,23,179.252,906543,0.16,195.5,2778239.31,Client 2
4,100,290,1.27,4,74,179.252,906543,0.16,195.5,5745323.46,Client 2
4,101,80,1.19,4,22,179.252,906543,0.16,195.5,348843.14,Client 2
2,104,110,1.02,1,13,179.252,906543,0.16,195.5,1679656.72,Client 2
3,83,190,1.86,2,50,212.366,788332,0.1,205.3,3321698.03,Client 2
3,91,370,4.21,6,42,212.366,788332,0.1,205.3,3997651.25,Client 2
3,95,270,1.24,4,269,212.366,788332,0.1,205.3,6483238.08,Client 2
4,96,218,1.64,4,63,212.366,788332,0.1,205.3,4263052.2,Client 2
4,97,264,2.64,3,91,212.366,788332,0.1,205.3,4646325.17,Client 2
5,98,80,9.15,2,4,212.366,788332,0.1,205.3,435852.83,Client 2
3,98,190,2.24,3,29,212.366,788332,0.1,205.3,4994247.32,Client 2
4,98,215,2.06,1,38,212.366,788332,0.1,205.3,1864219.32,Client 2
4,100,345,10.13,4,37,212.366,788332,0.1,205.3,9177407.16,Client 2
4,104,100,3.32,1,6,212.366,788332,0.1,205.3,382244.63,Client 2
2,90,145,4.45,1,8,193.396,809256,0.18,222.4,1529351.2,Client 2
1,94,205,5.69,2,28,193.396,809256,0.18,222.4,263000.0,Client 2
3,95,147,4.35,4,36,193.396,809256,0.18,222.4,1097763.85,Client 2
4,95,110,2.36,2,70,193.396,809256,0.18,222.4,933818.24,Client 2
3,96,185,7.58,4,10,193.396,809256,0.18,222.4,3334624.32,Client 2
4,96,191,0.31,1,16,193.396,809256,0.18,222.4,2814287.33,Client 2
3,97,215,11.46,4,43,193.396,809256,0.18,222.4,2997002.49,Client 2
3,97,70,1.84,4,5,193.396,809256,0.18,222.4,220120.78,Client 2
5,98,120,1.98,4,10,193.396,809256,0.18,222.4,969088.83,Client 2
3,98,105,2.44,1,20,193.396,809256,0.18,222.4,850341.85,Client 2
5,98,155,1.41,1,28,193.396,809256,0.18,222.4,780783.94,Client 2
4,98,105,1.26,6,4,193.396,809256,0.18,222.4,1148462.38,Client 2
2,99,355,1.13,3,39,193.396,809256,0.18,222.4,7257192.4,Client 2
4,100,250,12.53,2,132,193.396,809256,0.18,222.4,4705941.74,Client 2
3,102,175,4.03,2,13,193.396,809256,0.18,222.4,1282215.71,Client 2
3,102,150,22.49,2,3,193.396,809256,0.18,222.4,2249646.35,Client 2
3,104,162,0.76,1,4,193.396,809256,0.18,222.4,1103842.15,Client 2
2,63,80,0.87,2,10,163.1,991356,1.35,133.7,1328810.0,Client 3
2,81,110,2.63,2,14,163.1,991356,1.35,133.7,1564000.0,Client 3
2,95,105,9.82,2,10,163.1,991356,1.35,133.7,797000.0,Client 3
1,96,185,2.55,2,56,163.1,991356,1.35,133.7,2078500.0,Client 3
2,98,130,1.85,4,24,163.1,991356,1.35,133.7,1579421.2,Client 3
2,98,130,0.48,2,5,163.1,991356,1.35,133.7,1330442.08,Client 3
2,98,100,4.74,2,10,163.1,991356,1.35,133.7,1035672.0,Client 3
2,106,160,1.32,6,17,163.1,991356,1.35,133.7,3997107.82,Client 3
3,76,215,2.84,2,61,173.9,1116811,3.22,136.6,3132416.12,Client 3
3,85,80,3.8,5,11,173.9,1116811,3.22,136.6,1300204.98,Client 3
2,89,125,13.01,1,21,173.9,1116811,3.22,136.6,2404565.17,Client 3
2,96,145,2.21,2,12,173.9,1116811,3.22,136.6,2427000.0,Client 3
2,98,240,1.81,6,38,173.9,1116811,3.22,136.6,5502977.1,Client 3
2,98,99,1.0,1,8,173.9,1116811,3.22,136.6,2847752.55,Client 3
2,98,80,6.78,1,3,173.9,1116811,3.22,136.6,1527944.49,Client 3
4,98,60,0.25,1,14,173.9,1116811,3.22,136.6,1079989.0,Client 3
2,100,80,2.08,5,3,173.9,1116811,3.22,136.6,1230000.0,Client 3
3,102,115,6.2,1,4,173.9,1116811,3.22,136.6,2187500.0,Client 3
2,83,75,2.16,2,2,180.9,1161282,4.97,148.2,471834.58,Client 3
1,94,100,0.28,1,7,180.9,1161282,4.97,148.2,2177515.75,Client 3
2,96,110,0.06,4,5,180.9,1161282,4.97,148.2,2113000.0,Client 3
1,98,200,3.29,1,5,180.9,1161282,4.97,148.2,2395756.05,Client 3
2,98,105,4.7,1,5,180.9,1161282,4.97,148.2,1464535.87,Client 3
3,98,75,0.6,1,7,180.9,1161282,4.97,148.2,1133008.78,Client 3
2,98,100,1.33,3,12,180.9,1161282,4.97,148.2,2018905.6,Client 3
2,98,215,0.97,1,4,180.9,1161282,4.97,148.2,4730549.15,Client 3
2,100,80,1.92,2,10,180.9,1161282,4.97,148.2,1315000.0,Client 3
3,102,90,0.23,6,4,180.9,1161282,4.97,148.2,1833000.0,Client 3
2,102,60,10.69,2,4,180.9,1161282,4.97,148.2,449563.22,Client 3
1,104,110,1.69,1,3,180.9,1161282,4.97,148.2,2804000.0,Client 3
2,105,130,3.57,1,7,180.9,1161282,4.97,148.2,5265915.0,Client 3
3,94,220,4.58,2,15,184.682,1147951,5.02,166.8,5250578.09,Client 3
3,98,115,3.11,1,17,184.682,1147951,5.02,166.8,1659787.8,Client 3
3,98,100,1.54,6,6,184.682,1147951,5.02,166.8,2084000.0,Client 3
3,98,90,1.0,1,7,184.682,1147951,5.02,166.8,959900.0,Client 3
3,104,145,5.69,1,6,184.682,1147951,5.02,166.8,3608850.56,Client 3
2,104,125,6.07,3,3,184.682,1147951,5.02,166.8,2229000.0,Client 3
3,104,105,5.13,4,6,184.682,1147951,5.02,166.8,2860000.0,Client 3
4,104,100,0.06,1,5,184.682,1147951,5.02,166.8,2045867.0,Client 3
3,104,75,7.12,4,2,184.682,1147951,5.02,166.8,1077513.0,Client 3
3,106,75,11.66,2,4,184.682,1147951,5.02,166.8,916428.01,Client 3
3,95,175,1.69,2,11,195.549,1077350,1.92,184.8,2628928.74,Client 3
4,96,80,0.93,1,13,195.549,1077350,1.92,184.8,937640.55,Client 3
3,96,120,6.82,2,9,195.549,1077350,1.92,184.8,3692431.0,Client 3
2,97,75,1.07,1,11,195.549,1077350,1.92,184.8,2540000.0,Client 3
3,98,80,0.61,5,5,195.549,1077350,1.92,184.8,869000.0,Client 3
4,98,105,2.94,1,10,195.549,1077350,1.92,184.8,3144681.0,Client 3
4,98,90,6.83,1,6,195.549,1077350,1.92,184.8,1431108.0,Client 3
3,98,80,2.77,4,9,195.549,1077350,1.92,184.8,2310000.0,Client 3
5,98,65,0.5,4,2,195.549,1077350,1.92,184.8,3055000.0,Client 3
4,102,100,2.82,4,10,195.549,1077350,1.92,184.8,1888943.0,Client 3
4,102,100,0.47,4,2,195.549,1077350,1.92,184.8,883265.55,Client 3
5,102,45,3.99,6,2,195.549,1077350,1.92,184.8,3621000.01,Client 3
5,102,155,6.29,1,15,195.549,1077350,1.92,184.8,2873000.0,Client 3
4,104,75,5.97,2,13,195.549,1077350,1.92,184.8,932415.0,Client 3
7,104,150,2.22,4,6,195.549,1077350,1.92,184.8,2333023.0,Client 3
4,104,95,1.84,1,1,195.549,1077350,1.92,184.8,1043078.27,Client 3
2,104,105,1.38,1,8,195.549,1077350,1.92,184.8,3460000.0,Client 3
3,104,135,5.0,2,7,195.549,1077350,1.92,184.8,4302390.0,Client 3
5,60,130,2.9,4,8,179.252,906543,0.16,195.5,2204840.0,Client 3
4,82,70,2.35,1,3,179.252,906543,0.16,195.5,1266141.24,Client 3
2,82,160,2.71,1,12,179.252,906543,0.16,195.5,3644453.63,Client 3
5,88,260,1.55,5,20,179.252,906543,0.16,195.5,4307575.66,Client 3
3,89,180,11.61,4,15,179.252,906543,0.16,195.5,3499812.0,Client 3
5,90,90,1.2,1,1,179.252,906543,0.16,195.5,456279.0,Client 3
2,90,135,1.0,4,14,179.252,906543,0.16,195.5,3377398.21,Client 3
3,92,135,1.71,1,6,179.252,906543,0.16,195.5,1846427.0,Client 3
3,93,100,0.03,6,10,179.252,906543,0.16,195.5,2120637.1,Client 3
2,95,150,14.06,2,7,179.252,906543,0.16,195.5,1494000.0,Client 3
1,97,325,0.89,2,10,179.252,906543,0.16,195.5,1187500.0,Client 3
3,98,130,0.16,4,8,179.252,906543,0.16,195.5,2105992.48,Client 3
5,98,115,0.76,1,21,179.252,906543,0.16,195.5,2110000.0,Client 3
4,98,75,0.77,5,6,179.252,906543,0.16,195.5,597790.85,Client 3
4,98,100,2.8,2,3,179.252,906543,0.16,195.5,820425.0,Client 3
4,98,80,1.81,5,15,179.252,906543,0.16,195.5,480900.0,Client 3
5,98,120,4.99,2,38,179.252,906543,0.16,195.5,1354174.0,Client 3
5,98,190,2.0,6,34,179.252,906543,0.16,195.5,2589000.0,Client 3
6,98,145,5.06,1,11,179.252,906543,0.16,195.5,1198000.0,Client 3
3,98,125,1.99,4,10,179.252,906543,0.16,195.5,897300.0,Client 3
6,99,150,1.78,4,36,179.252,906543,0.16,195.5,4960807.0,Client 3
3,100,100,1.29,4,8,179.252,906543,0.16,195.5,875850.0,Client 3
3,100,300,8.75,4,16,179.252,906543,0.16,195.5,4955834.22,Client 3
3,100,150,9.8,4,5,179.252,906543,0.16,195.5,393075.0,Client 3
1,100,175,2.3,4,7,179.252,906543,0.16,195.5,665000.0,Client 3
3,100,110,6.2,2,26,179.252,906543,0.16,195.5,2824000.0,Client 3
3,102,95,1.78,1,13,179.252,906543,0.16,195.5,1200219.63,Client 3
1,102,215,3.69,2,3,179.252,906543,0.16,195.5,1240066.81,Client 3
4,104,55,0.68,1,2,179.252,906543,0.16,195.5,192660.7,Client 3
1,104,250,1.1,4,1,179.252,906543,0.16,195.5,692790.0,Client 3
1,106,200,4.01,2,8,179.252,906543,0.16,195.5,573240.0,Client 3
5,108,98,7.82,6,3,179.252,906543,0.16,195.5,2076079.0,Client 3
4,108,90,9.28,4,9,179.252,906543,0.16,195.5,1186873.75,Client 3
4,44,135,0.91,3,3,212.366,788332,0.1,205.3,1020623.0,Client 3
5,54,80,4.55,2,2,212.366,788332,0.1,205.3,551590.0,Client 3
3,70,190,1.09,6,76,212.366,788332,0.1,205.3,5262910.45,Client 3
2,80,225,5.54,2,13,212.366,788332,0.1,205.3,3368021.15,Client 3
4,89,185,2.37,6,4,212.366,788332,0.1,205.3,3034689.0,Client 3
4,90,200,4.79,2,86,212.366,788332,0.1,205.3,5376123.0,Client 3
4,90,100,7.45,1,36,212.366,788332,0.1,205.3,1228443.0,Client 3
4,96,90,0.96,3,7,212.366,788332,0.1,205.3,646393.31,Client 3
4,96,70,2.07,3,3,212.366,788332,0.1,205.3,397472.6,Client 3
2,98,140,15.7,1,7,212.366,788332,0.1,205.3,1953814.88,Client 3
3,102,120,1.18,2,4,212.366,788332,0.1,205.3,1030759.33,Client 3
5,102,165,1.23,2,16,212.366,788332,0.1,205.3,1724000.0,Client 3
5,102,120,15.5,1,26,212.366,788332,0.1,205.3,2180576.5,Client 3
4,80,150,2.07,4,13,193.396,809256,0.18,222.4,2329984.39,Client 3
6,84,150,1.51,4,3,193.396,809256,0.18,222.4,1766637.04,Client 3
7,87,60,7.82,2,3,193.396,809256,0.18,222.4,202684.0,Client 3
6,92,160,2.89,4,37,193.396,809256,0.18,222.4,1286618.0,Client 3
7,96,150,4.79,2,6,193.396,809256,0.18,222.4,1790424.54,Client 3
4,98,125,0.8,4,12,193.396,809256,0.18,222.4,929836.0,Client 3
4,98,185,2.51,4,5,193.396,809256,0.18,222.4,2886634.45,Client 3
4,98,110,0.74,6,1,193.396,809256,0.18,222.4,1609226.86,Client 3
8,98,150,0.6,1,4,193.396,809256,0.18,222.4,3132229.0,Client 3
4,98,185,11.24,2,22,193.396,809256,0.18,222.4,1850500.0,Client 3
3,100,210,3.56,6,5,193.396,809256,0.18,222.4,2331980.65,Client 3
4,104,170,3.12,1,5,193.396,809256,0.18,222.4,3109300.0,Client 3
4,104,125,3.92,1,8,193.396,809256,0.18,222.4,1507940.0,Client 3
6,104,125,1.58,2,2,193.396,809256,0.18,222.4,1215271.0,Client 3
4,104,115,2.64,2,4,193.396,809256,0.18,222.4,1291053.65,Client 3
1,106,310,6.46,2,3,193.396,809256,0.18,222.4,371000.0,Client 3
3,108,180,9.48,5,11,193.396,809256,0.18,222.4,1331950.0,Client 3
4,83,125,1.33,1,26,163.1,991356,1.35,133.7,1727202.06,Client 3
3,98,365,1.14,1,37,163.1,991356,1.35,133.7,4319527.99,Client 3
2,89,160,8.53,4,22,173.9,1116811,3.22,136.6,1866886.6,Client 3
4,95,143,0.21,1,37,173.9,1116811,3.22,136.6,2540731.77,Client 3
4,95,210,7.45,2,29,173.9,1116811,3.22,136.6,3247070.59,Client 3
4,96,90,0.97,2,8,173.9,1116811,3.22,136.6,1198001.85,Client 3
4,96,75,9.57,6,11,173.9,1116811,3.22,136.6,1329861.44,Client 3
2,97,120,4.81,2,3,173.9,1116811,3.22,136.6,1206950.0,Client 3
3,97,90,1.89,2,4,173.9,1116811,3.22,136.6,1984141.53,Client 3
4,98,150,0.5,4,6,173.9,1116811,3.22,136.6,2679333.61,Client 3
5,98,170,9.51,6,14,173.9,1116811,3.22,136.6,2933938.43,Client 3
4,99,230,2.03,2,166,173.9,1116811,3.22,136.6,5792937.94,Client 3
4,100,250,13.98,2,27,173.9,1116811,3.22,136.6,5740000.0,Client 3
2,102,170,1.19,2,39,173.9,1116811,3.22,136.6,2443198.17,Client 3
1,94,100,1.55,2,10,180.9,1161282,4.97,148.2,2766488.85,Client 3
3,94,90,1.34,3,1,180.9,1161282,4.97,148.2,1471634.23,Client 3
4,96,140,9.0,3,11,180.9,1161282,4.97,148.2,2821995.99,Client 3
3,98,90,0.36,1,10,180.9,1161282,4.97,148.2,974444.44,Client 3
3,98,150,0.63,2,52,180.9,1161282,4.97,148.2,2964136.05,Client 3
2,100,115,1.36,1,14,180.9,1161282,4.97,148.2,2823388.83,Client 3
4,100,150,0.29,1,2,180.9,1161282,4.97,148.2,5062692.97,Client 3
3,102,124,0.99,3,9,180.9,1161282,4.97,148.2,1871687.55,Client 3
3,102,180,0.78,4,24,180.9,1161282,4.97,148.2,3221733.92,Client 3
4,102,190,2.98,1,13,180.9,1161282,4.97,148.2,3326900.06,Client 3
4,98,50,0.24,1,10,184.682,1147951,5.02,166.8,1330573.93,Client 3
4,98,90,0.8,1,24,184.682,1147951,5.02,166.8,2048535.0,Client 3
6,98,110,1.57,1,72,184.682,1147951,5.02,166.8,2059045.53,Client 3
4,98,90,4.51,1,19,184.682,1147951,5.02,166.8,3066778.0,Client 3
3,98,110,3.49,1,14,184.682,1147951,5.02,166.8,3113676.14,Client 3
5,98,180,2.5,1,52,184.682,1147951,5.02,166.8,2397198.35,Client 3
6,98,90,1.31,1,3,184.682,1147951,5.02,166.8,1068000.0,Client 3
6,100,90,3.24,1,8,184.682,1147951,5.02,166.8,1485863.3,Client 3
4,102,256,1.46,1,22,184.682,1147951,5.02,166.8,4626310.42,Client 3
6,102,250,6.32,1,30,184.682,1147951,5.02,166.8,4173923.64,Client 3
7,104,210,4.08,1,22,184.682,1147951,5.02,166.8,4844827.19,Client 3
4,52,100,0.68,1,21,195.549,1077350,1.92,184.8,2055267.85,Client 3
8,93,110,2.02,1,16,195.549,1077350,1.92,184.8,2085085.85,Client 3
6,93,150,1.1,2,18,195.549,1077350,1.92,184.8,4291517.53,Client 3
3,98,90,7.67,1,11,195.549,1077350,1.92,184.8,1589054.05,Client 3
5,98,100,0.67,6,13,195.549,1077350,1.92,184.8,1939128.29,Client 3
6,98,160,0.05,1,32,195.549,1077350,1.92,184.8,5321563.94,Client 3
1,98,224,1.64,4,23,195.549,1077350,1.92,184.8,5775253.0,Client 3
6,98,160,3.94,4,24,195.549,1077350,1.92,184.8,4925218.25,Client 3
5,98,60,7.87,2,19,195.549,1077350,1.92,184.8,473000.0,Client 3
8,98,140,6.2,2,21,195.549,1077350,1.92,184.8,4427872.06,Client 3
4,98,120,0.23,4,6,195.549,1077350,1.92,184.8,3310750.0,Client 3
5,98,150,7.01,4,45,195.549,1077350,1.92,184.8,2927419.09,Client 3
5,100,90,8.74,2,9,195.549,1077350,1.92,184.8,1849059.77,Client 3
5,100,80,3.73,4,13,195.549,1077350,1.92,184.8,1146890.97,Client 3
5,101,90,1.91,2,7,195.549,1077350,1.92,184.8,2029006.41,Client 3
3,102,100,3.12,6,21,195.549,1077350,1.92,184.8,1846000.0,Client 3
5,104,90,3.31,1,13,195.549,1077350,1.92,184.8,958958.0,Client 3
4,104,120,3.88,4,3,195.549,1077350,1.92,184.8,831000.0,Client 3
2,108,140,1.29,2,4,195.549,1077350,1.92,184.8,2517285.15,Client 3
5,90,140,2.16,1,62,179.252,906543,0.16,195.5,1542640.56,Client 3
4,92,160,8.37,4,37,179.252,906543,0.16,195.5,2890228.67,Client 3
6,94,100,2.24,4,12,179.252,906543,0.16,195.5,1163634.14,Client 3
5,96,140,1.15,2,40,179.252,906543,0.16,195.5,2884000.0,Client 3
6,97,70,3.38,4,10,179.252,906543,0.16,195.5,294843.45,Client 3
3,97,80,2.17,1,9,179.252,906543,0.16,195.5,847000.0,Client 3
7,98,100,5.28,2,8,179.252,906543,0.16,195.5,1484444.44,Client 3
4,98,100,1.0,4,87,179.252,906543,0.16,195.5,2014721.3,Client 3
5,98,70,1.48,2,2,179.252,906543,0.16,195.5,444061.24,Client 3
4,98,160,1.0,2,45,179.252,906543,0.16,195.5,2277388.82,Client 3
4,98,80,4.69,4,7,179.252,906543,0.16,195.5,786632.8,Client 3
4,98,90,2.14,1,35,179.252,906543,0.16,195.5,746808.33,Client 3
4,98,100,1.3,1,11,179.252,906543,0.16,195.5,1264444.44,Client 3
4,98,105,0.12,4,16,179.252,906543,0.16,195.5,3213506.6,Client 3
4,98,150,0.64,1,14,179.252,906543,0.16,195.5,2063517.44,Client 3
5,100,190,1.15,4,57,179.252,906543,0.16,195.5,2951280.45,Client 3
4,100,190,3.25,2,81,179.252,906543,0.16,195.5,1794000.0,Client 3
5,100,190,0.84,1,30,179.252,906543,0.16,195.5,4064000.0,Client 3
5,102,90,1.62,2,24,179.252,906543,0.16,195.5,922360.0,Client 3
7,104,90,4.92,2,21,179.252,906543,0.16,195.5,1044305.0,Client 3
7,104,160,0.5,2,10,179.252,906543,0.16,195.5,3494444.44,Client 3
6,91,135,2.69,2,25,212.366,788332,0.1,205.3,1274754.34,Client 3
4,94,185,1.9,2,57,212.366,788332,0.1,205.3,3149343.04,Client 3
3,96,120,1.21,4,14,212.366,788332,0.1,205.3,2344444.44,Client 3
5,97,140,0.75,2,23,212.366,788332,0.1,205.3,2693900.0,Client 3
4,98,170,6.49,2,16,212.366,788332,0.1,205.3,1773791.1,Client 3
6,98,130,6.58,2,12,212.366,788332,0.1,205.3,2356593.36,Client 3
5,98,100,0.0,6,21,212.366,788332,0.1,205.3,1792465.99,Client 3
5,98,230,0.0,2,21,212.366,788332,0.1,205.3,2611072.58,Client 3
6,104,160,3.09,2,9,212.366,788332,0.1,205.3,1839428.21,Client 3
5,83,240,2.9,2,33,193.396,809256,0.18,222.4,3448898.97,Client 3
7,90,100,1.18,1,37,193.396,809256,0.18,222.4,2504978.82,Client 3
4,96,190,1.01,2,17,193.396,809256,0.18,222.4,2483611.85,Client 3
4,97,140,2.0,2,31,193.396,809256,0.18,222.4,3752098.0,Client 3
6,98,210,0.64,1,35,193.396,809256,0.18,222.4,2530000.0,Client 3
5,98,120,0.33,1,8,193.396,809256,0.18,222.4,1961986.2,Client 3
6,98,70,0.76,1,2,193.396,809256,0.18,222.4,290000.0,Client 3
4,98,90,0.0,1,12,193.396,809256,0.18,222.4,1179595.0,Client 3
6,98,40,2.71,2,31,193.396,809256,0.18,222.4,382670.0,Client 3
4,98,130,0.81,1,11,193.396,809256,0.18,222.4,2129308.25,Client 3
6,98,120,0.66,2,63,193.396,809256,0.18,222.4,2273353.55,Client 3
