scenario,scenario_key,num_rounds,best_round,best_val_mape,server_optimizer,server_lr,server_beta1,server_beta2,server_tau,server_lr_scale,update_clip_norm,use_llm,llm_provider,llm_temperature,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
自适应联邦学习（FedYogi）,FEDYOGI,20,9,0.8609429,fedyogi,0.1,0.9,0.99,0.001,1.0,,False,deepseek,0.8,0.8792374,2922390.8,2449799.0,-0.83053833,0.32782784,-1.0096609592437744,1.1593825,6563413.0,3191816.2,0.00024437733,-9.136911392211914,-0.8305798
