scenario,scenario_key,num_rounds,best_round,best_val_mape,server_optimizer,server_lr,server_beta1,server_beta2,server_tau,server_lr_scale,max_coordinate_step_ratio,update_clip_norm,use_llm,llm_provider,llm_temperature,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
自适应联邦学习（FedYogi）,FEDYOGI,20,20,0.33592197,fedyogi,0.5,0.9,0.99,0.001,1.0,1.0,,False,deepseek,0.8,0.47681078,1641440.9,1175302.0,-0.0412109,0.18413348,0.36598914861679077,0.49018675,1570875.2,1128670.9,0.035493787,0.41932976245880127,-0.07407546
