scenario,scenario_key,num_rounds,best_round,best_val_mape,server_optimizer,server_lr,server_beta1,server_beta2,server_tau,server_lr_scale,max_coordinate_step_ratio,update_clip_norm,use_llm,llm_provider,llm_temperature,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
自适应联邦学习（FedYogi）,FEDYOGI,20,20,0.3372348,fedyogi,0.4,0.9,0.99,0.001,1.0,1.0,,False,deepseek,0.8,0.4656743,1652132.5,1179579.9,-0.06043051,0.18533285,0.35770297050476074,0.47778538,1575892.0,1125042.2,0.021519266,0.4156149625778198,-0.08022342
