scenario,scenario_key,num_rounds,best_round,best_val_mape,server_optimizer,server_lr,server_beta1,server_beta2,server_tau,server_lr_scale,update_clip_norm,use_llm,llm_provider,llm_temperature,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
自适应联邦学习（FedYogi）,FEDYOGI,20,20,0.99731725,fedyogi,0.03,0.9,0.99,0.001,1.0,0.5,False,deepseek,0.8,0.9970707,3573304.2,2931492.8,-0.9970707,0.40084597,-2.004596710205078,1.5120069,8937631.0,5353620.0,0.09190388,-17.797109603881836,-0.99731725
