scenario,scenario_key,num_rounds,best_round,best_val_mape,server_optimizer,server_lr,server_beta1,server_beta2,server_tau,server_lr_scale,update_clip_norm,use_llm,llm_provider,llm_temperature,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
自适应联邦学习（FedYogi）,FEDYOGI,20,2,0.9962945,fedyogi,0.1,0.9,0.99,0.001,1.0,,False,deepseek,0.8,1.0162822,3668744.2,2981664.0,-0.9333397,0.41155225,-2.167240619659424,2.1304748,31652964.0,6930408.5,0.34299994,-234.7626190185547,-0.95036453
