scenario,scenario_key,num_rounds,best_round,best_val_mape,server_optimizer,server_lr,server_beta1,server_beta2,server_tau,server_lr_scale,update_clip_norm,use_llm,llm_provider,llm_temperature,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
自适应联邦学习（FedYogi）,FEDYOGI,20,13,0.81600094,fedyogi,0.012,0.9,0.99,0.001,1.0,,False,deepseek,0.8,0.95265937,4038684.0,2608182.8,-0.50715107,0.45305133,-2.8381853103637695,1.8593323,14260364.0,6780930.5,0.5254865,-46.852806091308594,-0.67692345
