scenario,scenario_key,num_rounds,best_round,strict_no_server_validation,checkpoint_policy,validation_source,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
严格无服务器数据传统联邦学习（FedAvg-Final）,B_STRICT,1,1,True,final_round,client_reported,0.99997,3595261.0,2945745.5,-0.99997,0.40330905,-2.0416347980499268,0.99997,3595261.0,2945745.5,-0.99997,-2.0416347980499268,0.0
