scenario,scenario_key,num_rounds,best_round,best_val_mape,server_optimizer,server_lr,server_beta1,server_beta2,server_tau,server_lr_scale,update_clip_norm,use_llm,llm_provider,llm_temperature,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
自适应联邦学习（FedYogi）,FEDYOGI,20,20,0.95040154,fedyogi,0.006,0.9,0.99,0.001,1.0,,False,deepseek,0.8,0.93248606,3140325.2,2627930.5,-0.93248606,0.35227528,-1.3205742835998535,1.6581421,10702522.0,6075087.0,0.3612107,-25.95370101928711,-0.95040154
