scenario,num_rounds,best_round,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
C_MAS_FL_LLM,20,20,0.55696625,1923826.1,1464368.5,-0.30708286,0.2158109,0.1290808916091919,0.53123313,1545169.1,1125520.6,0.00725329,0.4381787180900574,-0.31207258
