scenario,scenario_key,num_rounds,best_round,best_val_mape,server_optimizer,server_lr,server_beta1,server_beta2,server_tau,server_lr_scale,update_clip_norm,use_llm,llm_provider,llm_temperature,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
自适应联邦学习（FedYogi）,FEDYOGI,20,6,0.8481589,fedyogi,0.03,0.9,0.99,0.001,1.0,,False,deepseek,0.8,0.87460846,3282475.5,2273398.8,-0.7057133,0.3682214,-1.5354156494140625,1.8219217,13997738.0,5899405.5,0.47627416,-45.10647201538086,-0.8006558
