scenario,scenario_key,num_rounds,best_round,best_val_mape,server_optimizer,server_lr,server_beta1,server_beta2,server_tau,server_lr_scale,max_coordinate_step_ratio,update_clip_norm,use_llm,llm_provider,llm_temperature,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
多智能体协同自适应联邦学习（FedYogi-TR）,MAS_ADAPTIVE,20,20,0.46293077,fedyogi,0.4,0.9,0.99,0.001,1.0,1.0,,True,deepseek,0.0,0.57088315,1823830.8,1354650.8,-0.2664512,0.20459361,0.2172640562057495,0.59038,1626697.4,1206409.8,-0.0058441176,0.37732750177383423,-0.26213902
