scenario,scenario_key,num_rounds,best_round,best_val_mape,server_optimizer,server_lr,server_beta1,server_beta2,server_tau,server_lr_scale,update_clip_norm,use_llm,llm_provider,llm_temperature,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
自适应联邦学习（FedYogi）,FEDYOGI,20,13,0.58232087,fedyogi,0.1,0.9,0.99,0.001,1.0,,False,deepseek,0.8,0.6427579,2022106.4,1599102.1,-0.548682,0.22683577,0.03782469034194946,0.7261118,2376435.0,1739439.5,-0.12730654,-0.3289177417755127,-0.48284468
