scenario,scenario_key,num_rounds,best_round,best_val_mape,server_optimizer,server_lr,server_beta1,server_beta2,server_tau,server_lr_scale,update_clip_norm,use_llm,llm_provider,llm_temperature,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
自适应联邦学习（FedYogi）,FEDYOGI,20,20,0.36241484,fedyogi,0.3,0.9,0.99,0.001,1.0,,False,deepseek,0.8,0.4546385,1579434.2,1111166.0,0.0020629994,0.17717771,0.41298484802246094,0.45425045,1580494.9,1111917.9,0.0003427052,0.4121962785720825,0.0017197672
