BIDS,CPPR,ContDays,LEN,LANE,WeatherDelayDays,CPI,ContSpend,PLR,PPI,ContAmnt,Client,source_index
3,102,175,4.03,2,13,193.396,809256,0.18,222.4,1282215.71,Client 2,465
3,104,162,0.76,1,4,193.396,809256,0.18,222.4,1103842.15,Client 2,467
2,63,80,0.87,2,10,163.1,991356,1.35,133.7,1328810.0,Client 3,468
2,81,110,2.63,2,14,163.1,991356,1.35,133.7,1564000.0,Client 3,469
2,95,105,9.82,2,10,163.1,991356,1.35,133.7,797000.0,Client 3,470
1,96,185,2.55,2,56,163.1,991356,1.35,133.7,2078500.0,Client 3,471
2,98,130,1.85,4,24,163.1,991356,1.35,133.7,1579421.2,Client 3,472
2,106,160,1.32,6,17,163.1,991356,1.35,133.7,3997107.82,Client 3,475
2,98,240,1.81,6,38,173.9,1116811,3.22,136.6,5502977.1,Client 3,480
2,98,99,1.0,1,8,173.9,1116811,3.22,136.6,2847752.55,Client 3,481
2,98,80,6.78,1,3,173.9,1116811,3.22,136.6,1527944.49,Client 3,482
2,100,80,2.08,5,3,173.9,1116811,3.22,136.6,1230000.0,Client 3,484
2,83,75,2.16,2,2,180.9,1161282,4.97,148.2,471834.58,Client 3,486
1,94,100,0.28,1,7,180.9,1161282,4.97,148.2,2177515.75,Client 3,487
2,96,110,0.06,4,5,180.9,1161282,4.97,148.2,2113000.0,Client 3,488
1,98,200,3.29,1,5,180.9,1161282,4.97,148.2,2395756.05,Client 3,489
2,98,105,4.7,1,5,180.9,1161282,4.97,148.2,1464535.87,Client 3,490
3,98,75,0.6,1,7,180.9,1161282,4.97,148.2,1133008.78,Client 3,491
2,98,215,0.97,1,4,180.9,1161282,4.97,148.2,4730549.15,Client 3,493
2,100,80,1.92,2,10,180.9,1161282,4.97,148.2,1315000.0,Client 3,494
3,102,90,0.23,6,4,180.9,1161282,4.97,148.2,1833000.0,Client 3,495
2,102,60,10.69,2,4,180.9,1161282,4.97,148.2,449563.22,Client 3,496
2,105,130,3.57,1,7,180.9,1161282,4.97,148.2,5265915.0,Client 3,498
3,94,220,4.58,2,15,184.682,1147951,5.02,166.8,5250578.09,Client 3,499
3,98,115,3.11,1,17,184.682,1147951,5.02,166.8,1659787.8,Client 3,500
3,98,100,1.54,6,6,184.682,1147951,5.02,166.8,2084000.0,Client 3,501
3,98,90,1.0,1,7,184.682,1147951,5.02,166.8,959900.0,Client 3,502
2,104,125,6.07,3,3,184.682,1147951,5.02,166.8,2229000.0,Client 3,504
3,104,75,7.12,4,2,184.682,1147951,5.02,166.8,1077513.0,Client 3,507
3,95,175,1.69,2,11,195.549,1077350,1.92,184.8,2628928.74,Client 3,509
3,96,120,6.82,2,9,195.549,1077350,1.92,184.8,3692431.0,Client 3,511
2,97,75,1.07,1,11,195.549,1077350,1.92,184.8,2540000.0,Client 3,512
4,98,105,2.94,1,10,195.549,1077350,1.92,184.8,3144681.0,Client 3,514
4,98,90,6.83,1,6,195.549,1077350,1.92,184.8,1431108.0,Client 3,515
4,102,100,2.82,4,10,195.549,1077350,1.92,184.8,1888943.0,Client 3,518
4,102,100,0.47,4,2,195.549,1077350,1.92,184.8,883265.55,Client 3,519
5,102,45,3.99,6,2,195.549,1077350,1.92,184.8,3621000.01,Client 3,520
5,102,155,6.29,1,15,195.549,1077350,1.92,184.8,2873000.0,Client 3,521
7,104,150,2.22,4,6,195.549,1077350,1.92,184.8,2333023.0,Client 3,523
4,104,95,1.84,1,1,195.549,1077350,1.92,184.8,1043078.27,Client 3,524
5,60,130,2.9,4,8,179.252,906543,0.16,195.5,2204840.0,Client 3,527
5,88,260,1.55,5,20,179.252,906543,0.16,195.5,4307575.66,Client 3,530
3,89,180,11.61,4,15,179.252,906543,0.16,195.5,3499812.0,Client 3,531
2,90,135,1.0,4,14,179.252,906543,0.16,195.5,3377398.21,Client 3,533
3,92,135,1.71,1,6,179.252,906543,0.16,195.5,1846427.0,Client 3,534
2,95,150,14.06,2,7,179.252,906543,0.16,195.5,1494000.0,Client 3,536
1,97,325,0.89,2,10,179.252,906543,0.16,195.5,1187500.0,Client 3,537
3,98,130,0.16,4,8,179.252,906543,0.16,195.5,2105992.48,Client 3,538
5,98,115,0.76,1,21,179.252,906543,0.16,195.5,2110000.0,Client 3,539
4,98,75,0.77,5,6,179.252,906543,0.16,195.5,597790.85,Client 3,540
4,98,80,1.81,5,15,179.252,906543,0.16,195.5,480900.0,Client 3,542
5,98,120,4.99,2,38,179.252,906543,0.16,195.5,1354174.0,Client 3,543
5,98,190,2.0,6,34,179.252,906543,0.16,195.5,2589000.0,Client 3,544
3,98,125,1.99,4,10,179.252,906543,0.16,195.5,897300.0,Client 3,546
6,99,150,1.78,4,36,179.252,906543,0.16,195.5,4960807.0,Client 3,547
3,100,150,9.8,4,5,179.252,906543,0.16,195.5,393075.0,Client 3,550
1,100,175,2.3,4,7,179.252,906543,0.16,195.5,665000.0,Client 3,551
3,100,110,6.2,2,26,179.252,906543,0.16,195.5,2824000.0,Client 3,552
1,102,215,3.69,2,3,179.252,906543,0.16,195.5,1240066.81,Client 3,554
1,104,250,1.1,4,1,179.252,906543,0.16,195.5,692790.0,Client 3,556
1,106,200,4.01,2,8,179.252,906543,0.16,195.5,573240.0,Client 3,557
5,108,98,7.82,6,3,179.252,906543,0.16,195.5,2076079.0,Client 3,558
4,108,90,9.28,4,9,179.252,906543,0.16,195.5,1186873.75,Client 3,559
4,44,135,0.91,3,3,212.366,788332,0.1,205.3,1020623.0,Client 3,560
5,54,80,4.55,2,2,212.366,788332,0.1,205.3,551590.0,Client 3,561
3,70,190,1.09,6,76,212.366,788332,0.1,205.3,5262910.45,Client 3,562
2,80,225,5.54,2,13,212.366,788332,0.1,205.3,3368021.15,Client 3,563
4,89,185,2.37,6,4,212.366,788332,0.1,205.3,3034689.0,Client 3,564
4,90,200,4.79,2,86,212.366,788332,0.1,205.3,5376123.0,Client 3,565
4,96,90,0.96,3,7,212.366,788332,0.1,205.3,646393.31,Client 3,567
4,96,70,2.07,3,3,212.366,788332,0.1,205.3,397472.6,Client 3,568
2,98,140,15.7,1,7,212.366,788332,0.1,205.3,1953814.88,Client 3,569
3,102,120,1.18,2,4,212.366,788332,0.1,205.3,1030759.33,Client 3,570
5,102,165,1.23,2,16,212.366,788332,0.1,205.3,1724000.0,Client 3,571
4,80,150,2.07,4,13,193.396,809256,0.18,222.4,2329984.39,Client 3,573
7,87,60,7.82,2,3,193.396,809256,0.18,222.4,202684.0,Client 3,575
6,92,160,2.89,4,37,193.396,809256,0.18,222.4,1286618.0,Client 3,576
4,98,125,0.8,4,12,193.396,809256,0.18,222.4,929836.0,Client 3,578
4,98,185,2.51,4,5,193.396,809256,0.18,222.4,2886634.45,Client 3,579
4,98,110,0.74,6,1,193.396,809256,0.18,222.4,1609226.86,Client 3,580
8,98,150,0.6,1,4,193.396,809256,0.18,222.4,3132229.0,Client 3,581
3,100,210,3.56,6,5,193.396,809256,0.18,222.4,2331980.65,Client 3,583
4,104,170,3.12,1,5,193.396,809256,0.18,222.4,3109300.0,Client 3,584
4,104,115,2.64,2,4,193.396,809256,0.18,222.4,1291053.65,Client 3,587
1,106,310,6.46,2,3,193.396,809256,0.18,222.4,371000.0,Client 3,588
4,83,125,1.33,1,26,163.1,991356,1.35,133.7,1727202.06,Client 3,590
3,98,365,1.14,1,37,163.1,991356,1.35,133.7,4319527.99,Client 3,591
4,95,143,0.21,1,37,173.9,1116811,3.22,136.6,2540731.77,Client 3,593
4,95,210,7.45,2,29,173.9,1116811,3.22,136.6,3247070.59,Client 3,594
4,96,90,0.97,2,8,173.9,1116811,3.22,136.6,1198001.85,Client 3,595
4,96,75,9.57,6,11,173.9,1116811,3.22,136.6,1329861.44,Client 3,596
2,97,120,4.81,2,3,173.9,1116811,3.22,136.6,1206950.0,Client 3,597
4,98,150,0.5,4,6,173.9,1116811,3.22,136.6,2679333.61,Client 3,599
4,99,230,2.03,2,166,173.9,1116811,3.22,136.6,5792937.94,Client 3,601
4,100,250,13.98,2,27,173.9,1116811,3.22,136.6,5740000.0,Client 3,602
3,94,90,1.34,3,1,180.9,1161282,4.97,148.2,1471634.23,Client 3,605
4,96,140,9.0,3,11,180.9,1161282,4.97,148.2,2821995.99,Client 3,606
2,100,115,1.36,1,14,180.9,1161282,4.97,148.2,2823388.83,Client 3,609
3,102,124,0.99,3,9,180.9,1161282,4.97,148.2,1871687.55,Client 3,611
4,102,190,2.98,1,13,180.9,1161282,4.97,148.2,3326900.06,Client 3,613
4,98,50,0.24,1,10,184.682,1147951,5.02,166.8,1330573.93,Client 3,614
4,98,90,0.8,1,24,184.682,1147951,5.02,166.8,2048535.0,Client 3,615
4,98,90,4.51,1,19,184.682,1147951,5.02,166.8,3066778.0,Client 3,617
3,98,110,3.49,1,14,184.682,1147951,5.02,166.8,3113676.14,Client 3,618
4,102,256,1.46,1,22,184.682,1147951,5.02,166.8,4626310.42,Client 3,622
6,102,250,6.32,1,30,184.682,1147951,5.02,166.8,4173923.64,Client 3,623
7,104,210,4.08,1,22,184.682,1147951,5.02,166.8,4844827.19,Client 3,624
4,52,100,0.68,1,21,195.549,1077350,1.92,184.8,2055267.85,Client 3,625
8,93,110,2.02,1,16,195.549,1077350,1.92,184.8,2085085.85,Client 3,626
3,98,90,7.67,1,11,195.549,1077350,1.92,184.8,1589054.05,Client 3,628
6,98,160,0.05,1,32,195.549,1077350,1.92,184.8,5321563.94,Client 3,630
6,98,160,3.94,4,24,195.549,1077350,1.92,184.8,4925218.25,Client 3,632
5,98,60,7.87,2,19,195.549,1077350,1.92,184.8,473000.0,Client 3,633
8,98,140,6.2,2,21,195.549,1077350,1.92,184.8,4427872.06,Client 3,634
5,98,150,7.01,4,45,195.549,1077350,1.92,184.8,2927419.09,Client 3,636
5,100,90,8.74,2,9,195.549,1077350,1.92,184.8,1849059.77,Client 3,637
5,101,90,1.91,2,7,195.549,1077350,1.92,184.8,2029006.41,Client 3,639
3,102,100,3.12,6,21,195.549,1077350,1.92,184.8,1846000.0,Client 3,640
5,104,90,3.31,1,13,195.549,1077350,1.92,184.8,958958.0,Client 3,641
4,104,120,3.88,4,3,195.549,1077350,1.92,184.8,831000.0,Client 3,642
5,90,140,2.16,1,62,179.252,906543,0.16,195.5,1542640.56,Client 3,644
4,92,160,8.37,4,37,179.252,906543,0.16,195.5,2890228.67,Client 3,645
6,94,100,2.24,4,12,179.252,906543,0.16,195.5,1163634.14,Client 3,646
5,96,140,1.15,2,40,179.252,906543,0.16,195.5,2884000.0,Client 3,647
6,97,70,3.38,4,10,179.252,906543,0.16,195.5,294843.45,Client 3,648
3,97,80,2.17,1,9,179.252,906543,0.16,195.5,847000.0,Client 3,649
7,98,100,5.28,2,8,179.252,906543,0.16,195.5,1484444.44,Client 3,650
4,98,100,1.0,4,87,179.252,906543,0.16,195.5,2014721.3,Client 3,651
5,98,70,1.48,2,2,179.252,906543,0.16,195.5,444061.24,Client 3,652
4,98,160,1.0,2,45,179.252,906543,0.16,195.5,2277388.82,Client 3,653
4,98,90,2.14,1,35,179.252,906543,0.16,195.5,746808.33,Client 3,655
4,98,100,1.3,1,11,179.252,906543,0.16,195.5,1264444.44,Client 3,656
4,98,105,0.12,4,16,179.252,906543,0.16,195.5,3213506.6,Client 3,657
4,98,150,0.64,1,14,179.252,906543,0.16,195.5,2063517.44,Client 3,658
5,100,190,1.15,4,57,179.252,906543,0.16,195.5,2951280.45,Client 3,659
4,100,190,3.25,2,81,179.252,906543,0.16,195.5,1794000.0,Client 3,660
5,100,190,0.84,1,30,179.252,906543,0.16,195.5,4064000.0,Client 3,661
7,104,90,4.92,2,21,179.252,906543,0.16,195.5,1044305.0,Client 3,663
7,104,160,0.5,2,10,179.252,906543,0.16,195.5,3494444.44,Client 3,664
6,91,135,2.69,2,25,212.366,788332,0.1,205.3,1274754.34,Client 3,665
3,96,120,1.21,4,14,212.366,788332,0.1,205.3,2344444.44,Client 3,667
5,97,140,0.75,2,23,212.366,788332,0.1,205.3,2693900.0,Client 3,668
6,98,130,6.58,2,12,212.366,788332,0.1,205.3,2356593.36,Client 3,670
5,98,100,0.0,6,21,212.366,788332,0.1,205.3,1792465.99,Client 3,671
5,98,230,0.0,2,21,212.366,788332,0.1,205.3,2611072.58,Client 3,672
6,104,160,3.09,2,9,212.366,788332,0.1,205.3,1839428.21,Client 3,673
5,83,240,2.9,2,33,193.396,809256,0.18,222.4,3448898.97,Client 3,674
7,90,100,1.18,1,37,193.396,809256,0.18,222.4,2504978.82,Client 3,675
4,96,190,1.01,2,17,193.396,809256,0.18,222.4,2483611.85,Client 3,676
6,98,210,0.64,1,35,193.396,809256,0.18,222.4,2530000.0,Client 3,678
5,98,120,0.33,1,8,193.396,809256,0.18,222.4,1961986.2,Client 3,679
6,98,70,0.76,1,2,193.396,809256,0.18,222.4,290000.0,Client 3,680
6,98,40,2.71,2,31,193.396,809256,0.18,222.4,382670.0,Client 3,682
6,98,120,0.66,2,63,193.396,809256,0.18,222.4,2273353.55,Client 3,684
5,98,140,1.48,2,18,193.396,809256,0.18,222.4,1521591.7,Client 3,685
