round,strategy,client_id,n_samples,train_loss,val_mape,val_rmse,val_mae,val_mpe,update_norm,update_delta_norm,validation_gap,aggregation_weight
1,mas_validation_guided_candidate,Client 1,148,1566.158251953125,0.9999087452888489,3987421.5,3241735.25,-0.9999087452888489,13.202980828336942,13.202980828336942,1.9998174905776978,0.33331623936243054
1,mas_validation_guided_candidate,Client 2,150,1602.8050048828125,0.9999753832817078,4608825.5,3894989.5,-0.9999753832817078,12.958765266907944,12.958765266907944,1.9999507665634155,0.3333384529147002
1,mas_validation_guided_candidate,Client 3,140,1353.9193359375,0.9999959468841553,2321843.5,1997765.75,-0.9999959468841553,13.438986621784245,13.438986621784245,1.9999918937683105,0.3333453077228693
2,mas_validation_guided_candidate,Client 1,148,1472.211328125,0.9997246265411377,3986312.25,3240906.25,-0.9997246265411377,10.138070291366814,10.138070291366814,1.9994492530822754,0.3332933920077368
2,mas_validation_guided_candidate,Client 2,150,1493.5446044921875,0.9998521208763123,4607756.0,3894276.25,-0.9998521208763123,9.505410413267258,9.505410413267258,1.9997042417526245,0.3333358967318418
2,mas_validation_guided_candidate,Client 3,140,1272.507080078125,0.9999565482139587,2321651.5,1997636.25,-0.9999565482139587,10.096700620511465,10.096700620511465,1.9999130964279175,0.33337071126042145
3,mas_validation_guided_candidate,Client 1,148,1402.365673828125,0.9995846748352051,3985050.0,3240066.0,-0.9995846748352051,8.370629414366768,8.370629414366768,1.9991693496704102,0.3333219577551573
3,mas_validation_guided_candidate,Client 2,150,1419.7011962890624,0.9995520710945129,4606297.0,3892983.25,-0.9995520710945129,7.76523083432202,7.76523083432202,1.9991041421890259,0.3333110856970403
3,mas_validation_guided_candidate,Client 3,140,1216.223974609375,0.9997196197509766,2320711.5,1996938.25,-0.9997196197509766,9.669726303877962,9.669726303877962,1.9994392395019531,0.33336695654780235
