round,strategy,client_id,n_samples,train_loss,val_mape,val_rmse,val_mae,val_mpe,update_norm,update_delta_norm,validation_gap,aggregation_weight
1,size_only,Client 1,148,1553.1192138671875,0.9999370574951172,3987416.5,3241793.75,-0.9999370574951172,13.109766845152377,13.109766845152377,1.9998741149902344,0.3378995433789954
1,size_only,Client 2,150,1569.96220703125,0.9999568462371826,4608771.0,3894918.0,-0.9999568462371826,12.963841657728189,12.963841657728189,1.9999136924743652,0.3424657534246575
1,size_only,Client 3,140,1304.350146484375,0.9999964833259583,2321849.5,1997768.25,-0.9999964833259583,13.461358610088878,13.461358610088878,1.9999929666519165,0.319634703196347
2,size_only,Client 1,148,1461.944580078125,0.9997721314430237,3986145.0,3240935.25,-0.9997721314430237,7.910240023443907,7.910240023443907,1.9995442628860474,0.3378995433789954
2,size_only,Client 2,150,1473.12919921875,0.999804675579071,4607769.0,3894150.25,-0.999804675579071,8.038469822233521,8.038469822233521,1.999609351158142,0.3424657534246575
2,size_only,Client 3,140,1246.4584228515625,0.9999298453330994,2321549.25,1997563.5,-0.9999298453330994,8.11369023044785,8.11369023044785,1.9998596906661987,0.319634703196347
3,size_only,Client 1,148,1367.780859375,0.9995043873786926,3984215.0,3239596.5,-0.9995043873786926,5.097311333197236,5.097311333197236,1.9990087747573853,0.3378995433789954
3,size_only,Client 2,150,1401.2001708984376,0.9993742108345032,4605457.0,3892225.25,-0.9993742108345032,5.933724229153235,5.933724229153235,1.9987484216690063,0.3424657534246575
3,size_only,Client 3,140,1165.0172607421875,0.9996684193611145,2320476.75,1996779.75,-0.9996684193611145,4.364902620902385,4.364902620902385,1.999336838722229,0.319634703196347
4,size_only,Client 1,148,1286.4499755859374,0.9990608096122742,3981414.5,3237555.5,-0.9990608096122742,6.3886219083794265,6.3886219083794265,1.9981216192245483,0.3378995433789954
4,size_only,Client 2,150,1299.956396484375,0.9982597231864929,4600664.5,3887699.75,-0.9982597231864929,7.141724489889492,7.141724489889492,1.9965194463729858,0.3424657534246575
4,size_only,Client 3,140,1102.496044921875,0.9992362260818481,2318757.75,1995537.5,-0.9992362260818481,5.176405479786109,5.176405479786109,1.9984724521636963,0.319634703196347
5,size_only,Client 1,148,1201.914306640625,0.9981382489204407,3974517.75,3232890.25,-0.9981382489204407,7.257862980587885,7.257862980587885,1.9962764978408813,0.3378995433789954
5,size_only,Client 2,150,1198.6312744140625,0.9963342547416687,4593381.5,3880455.5,-0.9963342547416687,7.991679961929438,7.991679961929438,1.9926685094833374,0.3424657534246575
5,size_only,Client 3,140,1005.6878662109375,0.9981939792633057,2314378.75,1992478.25,-0.9981939792633057,5.798159549605808,5.798159549605808,1.9963879585266113,0.319634703196347
6,size_only,Client 1,148,1083.0488891601562,0.9966247081756592,3965348.0,3226099.5,-0.9966247081756592,8.42745168706999,8.42745168706999,1.9932494163513184,0.3378995433789954
6,size_only,Client 2,150,1104.8204223632813,0.9930798411369324,4580128.5,3867535.5,-0.9930798411369324,10.470687638562067,10.470687638562067,1.9861596822738647,0.3424657534246575
6,size_only,Client 3,140,927.804248046875,0.9964098334312439,2308407.25,1987960.875,-0.9964098334312439,6.832213422516738,6.832213422516738,1.9928196668624878,0.319634703196347
7,size_only,Client 1,148,988.0298950195313,0.993496835231781,3944636.75,3211262.5,-0.993496835231781,9.165519038738873,9.165519038738873,1.986993670463562,0.3378995433789954
7,size_only,Client 2,150,990.353076171875,0.9873092174530029,4553549.0,3843358.0,-0.9873092174530029,11.441303186970057,11.441303186970057,1.9746184349060059,0.3424657534246575
7,size_only,Client 3,140,847.41806640625,0.9942419528961182,2298775.0,1981338.875,-0.9942419528961182,8.922288989972476,8.922288989972476,1.9884839057922363,0.319634703196347
8,size_only,Client 1,148,902.0244018554688,0.9901673197746277,3923989.75,3196386.0,-0.9901673197746277,10.562762048978003,10.562762048978003,1.9803346395492554,0.3378995433789954
