round,strategy,client_id,n_samples,train_loss,val_mape,val_rmse,val_mae,val_mpe,update_norm,update_delta_norm,validation_gap,aggregation_weight
1,size_only,Client 1,148,1566.158251953125,0.9999087452888489,3987421.5,3241735.25,-0.9999087452888489,13.202980828336942,13.202980828336942,1.9998174905776978,0.3378995433789954
1,size_only,Client 2,150,1602.8050048828125,0.9999753832817078,4608825.5,3894989.5,-0.9999753832817078,12.958765266907944,12.958765266907944,1.9999507665634155,0.3424657534246575
1,size_only,Client 3,140,1353.9193359375,0.9999959468841553,2321843.5,1997765.75,-0.9999959468841553,13.438986621784245,13.438986621784245,1.9999918937683105,0.319634703196347
2,size_only,Client 1,148,1484.355078125,0.9997621774673462,3986405.75,3241018.5,-0.9997621774673462,6.213551133147272,6.213551133147272,1.9995243549346924,0.3378995433789954
2,size_only,Client 2,150,1492.4591552734375,0.9998189806938171,4607520.0,3894107.75,-0.9998189806938171,6.195117742945046,6.195117742945046,1.9996379613876343,0.3424657534246575
2,size_only,Client 3,140,1278.950341796875,0.9999468326568604,2321612.75,1997607.75,-0.9999468326568604,5.910354602214397,5.910354602214397,1.9998936653137207,0.319634703196347
3,size_only,Client 1,148,1381.529541015625,0.9994995594024658,3984471.5,3239693.0,-0.9994995594024658,7.750319586534801,7.750319586534801,1.9989991188049316,0.3378995433789954
3,size_only,Client 2,150,1412.292919921875,0.9995824694633484,4606366.0,3893082.0,-0.9995824694633484,6.80457055837423,6.80457055837423,1.9991649389266968,0.3424657534246575
3,size_only,Client 3,140,1197.5781982421875,0.9997355341911316,2320701.75,1996961.375,-0.9997355341911316,5.381166033417923,5.381166033417923,1.9994710683822632,0.319634703196347
4,size_only,Client 1,148,1311.9447265625,0.9992379546165466,3982758.75,3238467.0,-0.9992379546165466,7.563042799048333,7.563042799048333,1.9984759092330933,0.3378995433789954
4,size_only,Client 2,150,1337.39638671875,0.9990599751472473,4604523.0,3891177.25,-0.9990599751472473,7.3023214517476545,7.3023214517476545,1.9981199502944946,0.3424657534246575
4,size_only,Client 3,140,1157.7392578125,0.999230682849884,2318628.5,1995456.5,-0.999230682849884,5.843298315434459,5.843298315434459,1.998461365699768,0.319634703196347
5,size_only,Client 1,148,1230.05341796875,0.9986979961395264,3978651.75,3235692.75,-0.9986979961395264,6.556570011420409,6.556570011420409,1.9973959922790527,0.3378995433789954
5,size_only,Client 2,150,1248.116259765625,0.9974764585494995,4598157.5,3884924.25,-0.9974764585494995,7.191705490121197,7.191705490121197,1.994952917098999,0.3424657534246575
5,size_only,Client 3,140,1059.840380859375,0.9984185099601746,2315631.25,1993219.5,-0.9984185099601746,5.4465600932424865,5.4465600932424865,1.9968370199203491,0.319634703196347
6,size_only,Client 1,148,1140.8308349609374,0.997705340385437,3972798.75,3231359.0,-0.997705340385437,7.4791491816308,7.4791491816308,1.995410680770874,0.3378995433789954
6,size_only,Client 2,150,1154.8194091796875,0.9946690797805786,4587483.0,3874122.0,-0.9946690797805786,6.426072026612385,6.426072026612385,1.9893381595611572,0.3424657534246575
6,size_only,Client 3,140,986.1002563476562,0.9971681237220764,2311066.5,1989851.125,-0.9971681237220764,5.278384029237348,5.278384029237348,1.9943362474441528,0.319634703196347
7,size_only,Client 1,148,1054.6050048828124,0.9956076741218567,3959646.25,3221860.75,-0.9956076741218567,4.91568412079375,4.91568412079375,1.9912153482437134,0.3378995433789954
7,size_only,Client 2,150,1063.1944458007813,0.9907707571983337,4569209.5,3857597.5,-0.9907707571983337,5.559751777728294,5.559751777728294,1.9815415143966675,0.3424657534246575
7,size_only,Client 3,140,888.544189453125,0.9932543635368347,2298852.0,1980084.875,-0.9932543635368347,4.69594952456594,4.69594952456594,1.9865087270736694,0.319634703196347
8,size_only,Client 1,148,956.2905883789062,0.9923694729804993,3935988.75,3205662.25,-0.9923694729804993,5.286860723564503,5.286860723564503,1.9847389459609985,0.3378995433789954
8,size_only,Client 2,150,985.6428955078125,0.9826582670211792,4533330.0,3824162.0,-0.9826582670211792,5.341626250634662,5.341626250634662,1.9653165340423584,0.3424657534246575
8,size_only,Client 3,140,784.0288452148437,0.9886548519134521,2286062.0,1969479.5,-0.9886548519134521,3.830195534278124,3.830195534278124,1.9773097038269043,0.319634703196347
9,size_only,Client 1,148,837.0316162109375,0.9876822233200073,3905797.0,3184254.0,-0.9876822233200073,4.356625247936285,4.356625247936285,1.9753644466400146,0.3378995433789954
9,size_only,Client 2,150,867.7066284179688,0.9742029905319214,4493904.0,3788600.5,-0.9742029905319214,5.569806510547062,5.569806510547062,1.9484059810638428,0.3424657534246575
9,size_only,Client 3,140,708.094091796875,0.9797893166542053,2259021.75,1947822.25,-0.9797893166542053,4.599369651229767,4.599369651229767,1.9595786333084106,0.319634703196347
10,size_only,Client 1,148,741.8055908203125,0.9803667664527893,3859114.5,3150374.25,-0.9803667664527893,4.20009105477708,4.20009105477708,1.9607335329055786,0.3378995433789954
10,size_only,Client 2,150,762.6837036132813,0.9660870432853699,4450588.0,3752579.0,-0.9660870432853699,5.535290343418472,5.535290343418472,1.9321740865707397,0.3424657534246575
10,size_only,Client 3,140,631.71904296875,0.9749829173088074,2244506.75,1936110.25,-0.9749829173088074,5.231247349465709,5.231247349465709,1.9499658346176147,0.319634703196347
11,size_only,Client 1,148,645.9737915039062,0.9697232246398926,3802693.25,3106248.0,-0.9697232246398926,4.438409245151334,4.438409245151334,1.9394464492797852,0.3378995433789954
11,size_only,Client 2,150,646.6306640625,0.9409779906272888,4338044.5,3649409.25,-0.9409779906272888,4.754396369242411,4.754396369242411,1.8819559812545776,0.3424657534246575
11,size_only,Client 3,140,536.8409362792969,0.9579512476921082,2195940.0,1896466.0,-0.9579512476921082,4.925495927870199,4.925495927870199,1.9159024953842163,0.319634703196347
12,size_only,Client 1,148,563.56640625,0.9555777311325073,3729572.0,3049496.0,-0.9555777311325073,3.9400669376876656,3.9400669376876656,1.9111554622650146,0.3378995433789954
12,size_only,Client 2,150,560.7098571777344,0.924174964427948,4293213.0,3598284.75,-0.924174964427948,4.479708488941435,4.479708488941435,1.848349928855896,0.3424657534246575
12,size_only,Client 3,140,444.0207946777344,0.9373319149017334,2148220.0,1855642.375,-0.9373319149017334,7.840690783378415,7.840690783378415,1.8746638298034668,0.319634703196347
13,size_only,Client 1,148,460.73041381835935,0.9349172711372375,3625813.5,2966989.75,-0.9349172711372375,5.471408847054163,5.471408847054163,1.869834542274475,0.3378995433789954
13,size_only,Client 2,150,480.7207397460937,0.8801551461219788,4116861.5,3427682.75,-0.8801551461219788,6.379330209347908,6.379330209347908,1.7603102922439575,0.3424657534246575
13,size_only,Client 3,140,348.6265869140625,0.9234469532966614,2109888.5,1826176.5,-0.9234469532966614,7.167357358764965,7.167357358764965,1.8468939065933228,0.319634703196347
14,size_only,Client 1,148,379.158203125,0.9061154723167419,3488012.25,2855523.0,-0.9061154723167419,5.752938876020888,5.752938876020888,1.8122309446334839,0.3378995433789954
14,size_only,Client 2,150,389.8058166503906,0.8432241678237915,3977218.5,3286742.0,-0.8432241678237915,6.446344246703879,6.446344246703879,1.686448335647583,0.3424657534246575
14,size_only,Client 3,140,277.09027404785155,0.8803489208221436,1997367.0,1733048.5,-0.8803489208221436,7.62809737346189,7.62809737346189,1.760697841644287,0.319634703196347
15,size_only,Client 1,148,279.9974365234375,0.8665288686752319,3340274.75,2724986.25,-0.8665288686752319,4.918111782512625,4.918111782512625,1.7330577373504639,0.3378995433789954
15,size_only,Client 2,150,305.3456573486328,0.7926310300827026,3761253.25,3082188.5,-0.7926310300827026,5.560577290690842,5.560577290690842,1.5852620601654053,0.3424657534246575
15,size_only,Client 3,140,197.1394836425781,0.8147315979003906,1950691.5,1672623.875,-0.8147315979003906,10.392349659525603,10.392349659525603,1.6294631958007812,0.319634703196347
16,size_only,Client 1,148,222.05306701660157,0.7813892960548401,3057125.0,2470417.25,-0.7813892960548401,5.2499171842808305,5.2499171842808305,1.5627785921096802,0.3378995433789954
16,size_only,Client 2,150,215.33438110351562,0.7300609946250916,3580121.75,2891323.0,-0.7300609946250916,5.8310423383226455,5.8310423383226455,1.460121989250183,0.3424657534246575
16,size_only,Client 3,140,159.6792205810547,0.7149381041526794,1789951.375,1515936.625,-0.7149381041526794,8.310176883512844,8.310176883512844,1.4298762083053589,0.319634703196347
17,size_only,Client 1,148,144.6929931640625,0.7169599533081055,2879399.5,2299364.25,-0.7169599533081055,8.861672525443353,8.861672525443353,1.433919906616211,0.3378995433789954
17,size_only,Client 2,150,153.0370330810547,0.6529546976089478,3340910.25,2631605.0,-0.6529546976089478,7.089312683355508,7.089312683355508,1.3059093952178955,0.3424657534246575
17,size_only,Client 3,140,95.9782600402832,0.6247259974479675,1597125.875,1336249.75,-0.6087101697921753,8.374673536201556,8.374673536201556,1.233436107635498,0.319634703196347
18,size_only,Client 1,148,100.516845703125,0.6010293364524841,2548003.25,1983899.375,-0.5922281742095947,6.91810852426204,6.91810852426204,1.1932575702667236,0.3378995433789954
18,size_only,Client 2,150,100.16836090087891,0.5389034152030945,2977490.0,2236162.0,-0.5338042378425598,6.285146918734354,6.285146918734354,1.0727076530456543,0.3424657534246575
18,size_only,Client 3,140,76.69938507080079,0.5301673412322998,1379826.125,1118080.75,-0.4470736086368561,6.819126191985581,6.819126191985581,0.9772409200668335,0.319634703196347
19,size_only,Client 1,148,64.1662811279297,0.5135615468025208,2261543.0,1672655.375,-0.45592328906059265,6.499129907826991,6.499129907826991,0.969484806060791,0.3378995433789954
19,size_only,Client 2,150,77.38692016601563,0.4235535264015198,2593680.75,1847211.375,-0.3815953731536865,5.546348704870514,5.546348704870514,0.8051488995552063,0.3424657534246575
19,size_only,Client 3,140,42.92311248779297,0.4502274692058563,1095000.375,865435.25,-0.24522502720355988,7.473198320214018,7.473198320214018,0.6954525113105774,0.319634703196347
20,size_only,Client 1,148,26.11074905395508,0.41613879799842834,1839956.375,1296326.125,-0.2749042510986328,5.246095671466655,5.246095671466655,0.6910430192947388,0.3378995433789954
20,size_only,Client 2,150,36.943268585205075,0.36742663383483887,2237498.0,1583416.375,-0.23370808362960815,4.355516301460284,4.355516301460284,0.601134717464447,0.3424657534246575
20,size_only,Client 3,140,27.791384887695312,0.38190901279449463,837690.0,666369.625,-0.05362211540341377,7.485535284009583,7.485535284009583,0.4355311393737793,0.319634703196347
