round,strategy,lr,local_epochs,global_val_mape,global_val_rmse,global_val_mae,global_val_mpe,global_val_nrmse,global_val_r2,server_optimizer,server_lr_scale,effective_server_lr,max_coordinate_step_ratio,aggregation_delta_norm,server_update_norm,server_update_clipped,coordinate_step_clipped,coordinate_direction_rejected,llm_control_action,llm_anchor_l1_limit,selected_candidate_id,requested_candidate_id,gate_status,candidate_score,candidate_source,candidate_budget,weight_l1_from_previous,selection_epsilon,llm_score_tolerance,weight_l1_change_limit,validation_source,strict_checkpoint_policy,Client 1_val_mape,Client 1_n_samples,Client 1_train_loss,Client 1_update_norm,Client 1_update_delta_norm,Client 1_validation_gap,Client 2_val_mape,Client 2_n_samples,Client 2_train_loss,Client 2_update_norm,Client 2_update_delta_norm,Client 2_validation_gap,Client 3_val_mape,Client 3_n_samples,Client 3_train_loss,Client 3_update_norm,Client 3_update_delta_norm,Client 3_validation_gap,Client 1_weight,Client 2_weight,Client 3_weight
1,llm_strict_generative_coherence,0.0005,20,0.999959439175314,3667854.5593607305,3067836.6369863013,-0.999959439175314,0.0,0.0,fedyogi,1.2,0.6,1.0,13.036941118923409,10.628709595372346,False,True,False,global_underfit_recovery,0.05,,,,,,,,,,,client_reported,final_round,0.9999087452888489,148,1566.158251953125,13.202980828336942,13.202980828336942,1.9998174905776978,0.9999753832817078,150,1602.8050048828125,12.958765266907944,12.958765266907944,1.9999507665634155,0.9999959468841553,140,1353.9193359375,13.438986621784245,13.438986621784245,1.9999918937683105,0.3378943378943379,0.34245834245834245,0.3196473196473197
2,llm_strict_generative_coherence,0.0005,20,0.9998406528337905,3666990.493150685,3067242.0605022833,-0.9998406528337905,0.0,0.0,fedyogi,1.5,0.75,1.0,4.894310899602307,4.335962988055902,False,True,True,global_underfit_recovery,0.12,,,,,,,,,,,client_reported,final_round,0.9997621774673462,148,1484.3551513671875,5.451123216298455,5.451123216298455,1.9995243549346924,0.9998189806938171,150,1492.459228515625,5.478958684671835,5.478958684671835,1.9996379613876343,0.9999468326568604,140,1278.9505615234375,5.031466353070769,5.031466353070769,1.9998936653137207,0.337893,0.342494,0.319613
3,llm_strict_generative_coherence,0.0005,20,0.9996033027836176,3665650.5365296802,3066236.551369863,-0.9996033027836176,0.0,0.0,fedyogi,1.5,0.75,1.0,6.003494800673095,4.683419562963609,False,True,True,global_underfit_recovery,0.12,,,,,,,,,,,client_reported,final_round,0.9994995594024658,148,1381.529345703125,7.461806331158089,7.461806331158089,1.9989991188049316,0.9995824694633484,150,1412.293017578125,6.5609160943552345,6.5609160943552345,1.9991649389266968,0.9997352957725525,140,1197.57548828125,5.08853209557403,5.08853209557403,1.999470591545105,0.33798,0.342482,0.319538
4,llm_strict_generative_coherence,0.0005,20,0.9991743736071129,3663775.997716895,3064687.25913242,-0.9991743736071129,0.0,0.0,fedyogi,1.0,0.5,1.0,5.58609252551383,4.119857115454121,False,True,True,balanced,0.05,,,,,,,,,,,client_reported,final_round,0.9992376565933228,148,1311.864794921875,6.634779995688376,6.634779995688376,1.9984753131866455,0.9990593791007996,150,1337.3077880859375,6.589713184650887,6.589713184650887,1.9981187582015991,0.999230682849884,140,1157.6690673828125,4.892649909862988,4.892649909862988,1.998461365699768,0.3378995433789954,0.3424657534246575,0.319634703196347
5,llm_strict_generative_coherence,0.0005,20,0.9981891099176451,3659246.3744292236,3060889.944063927,-0.9981891099176451,0.0,0.0,fedyogi,1.0,0.5,1.0,5.244294343377328,4.199296986822745,False,True,True,balanced,0.05,,,,,,,,,,,client_reported,final_round,0.9986968040466309,148,1229.93251953125,6.04553583656865,6.04553583656865,1.9973936080932617,0.997475802898407,150,1247.9937744140625,6.595857495288368,6.595857495288368,1.994951605796814,0.9984166622161865,140,1059.724267578125,4.905713110846865,4.905713110846865,1.996833324432373,0.3378995433789954,0.3424657534246575,0.319634703196347
