round,strategy,lr,local_epochs,global_val_mape,global_val_rmse,global_val_mae,global_val_mpe,global_val_nrmse,global_val_r2,server_optimizer,server_lr_scale,effective_server_lr,aggregation_delta_norm,server_update_norm,server_update_clipped,Client 1_val_mape,Client 1_n_samples,Client 1_train_loss,Client 1_update_norm,Client 1_update_delta_norm,Client 1_validation_gap,Client 2_val_mape,Client 2_n_samples,Client 2_train_loss,Client 2_update_norm,Client 2_update_delta_norm,Client 2_validation_gap,Client 3_val_mape,Client 3_n_samples,Client 3_train_loss,Client 3_update_norm,Client 3_update_delta_norm,Client 3_validation_gap,Client 1_weight,Client 2_weight,Client 3_weight
1,size_only,0.0005,20,1.0,3907391.8,2983945.0,-1.0,0.35128394,-1.399156093597412,fedyogi,1.0,0.003,200.42429845673166,200.00008484224227,False,0.9999370574951172,148,1553.1192138671875,13.109766845152377,13.109766845152377,1.9998741149902344,0.9999568462371826,150,1569.96220703125,12.963841657728189,12.963841657728189,1.9999136924743652,0.9999964833259583,140,1304.350146484375,13.461358610088878,13.461358610088878,1.9999929666519165,0.3378995433789954,0.3424657534246575,0.319634703196347
2,size_only,0.0005,20,1.0,3907391.8,2983945.0,-1.0,0.35128394,-1.399156093597412,fedyogi,1.0,0.003,200.41858798304867,200.00019236220953,False,0.999930202960968,148,1538.7143798828124,13.027461430606749,13.027461430606749,1.999860405921936,0.9999496340751648,150,1552.80146484375,12.922132804491929,12.922132804491929,1.9998992681503296,0.9999879002571106,140,1318.6202880859375,13.308962833607865,13.308962833607865,1.9999758005142212,0.3378995433789954,0.3424657534246575,0.319634703196347
3,size_only,0.0005,20,1.0,3907391.8,2983945.0,-1.0,0.35128394,-1.399156093597412,fedyogi,1.0,0.003,200.40725088663316,200.00029265528096,False,0.9999009966850281,148,1528.6887939453125,12.86162173299722,12.86162173299722,1.9998019933700562,0.9999133944511414,150,1562.0032958984375,12.650609170204607,12.650609170204607,1.9998267889022827,0.999984622001648,140,1304.7664794921875,13.248445799961779,13.248445799961779,1.999969244003296,0.3378995433789954,0.3424657534246575,0.319634703196347
4,size_only,0.0005,20,1.0,3907391.8,2983945.0,-1.0,0.35128394,-1.399156093597412,fedyogi,1.0,0.003,200.394370570063,200.000368316539,False,0.9998773336410522,148,1521.431005859375,12.632274094413122,12.632274094413122,1.9997546672821045,0.9999116659164429,150,1539.2369873046875,12.446845186871991,12.446845186871991,1.9998233318328857,0.9999773502349854,140,1318.694482421875,13.121127675437958,13.121127675437958,1.9999547004699707,0.3378995433789954,0.3424657534246575,0.319634703196347
5,size_only,0.0005,20,1.0,3907391.8,2983945.0,-1.0,0.35128394,-1.399156093597412,fedyogi,1.0,0.003,200.38300066231574,200.00042211706932,False,0.999850332736969,148,1510.156396484375,12.502279289050982,12.502279289050982,1.999700665473938,0.9998867511749268,150,1519.6912109375,12.32324763792978,12.32324763792978,1.9997735023498535,0.9999669194221497,140,1294.2130126953125,12.93918229961234,12.93918229961234,1.9999338388442993,0.3378995433789954,0.3424657534246575,0.319634703196347
6,size_only,0.0005,20,0.9999999,3907390.8,2983944.5,-0.9999999,0.35128385,-1.3991549015045166,fedyogi,1.0,0.003,200.37713714764533,200.00046483325227,False,0.9998468160629272,148,1476.570458984375,12.340523905459031,12.340523905459031,1.9996936321258545,0.9998884797096252,150,1509.9040771484374,12.297718341322026,12.297718341322026,1.9997769594192505,0.9999480843544006,140,1284.3933349609374,12.800467312469115,12.800467312469115,1.9998961687088013,0.3378995433789954,0.3424657534246575,0.319634703196347
7,size_only,0.0005,20,0.99999964,3907388.2,2983943.2,-0.99999964,0.35128364,-1.3991520404815674,fedyogi,1.0,0.003,200.3759523843458,200.0004935144911,False,0.9998250007629395,148,1474.50341796875,12.354157061154998,12.354157061154998,1.999650001525879,0.9998729825019836,150,1491.9172607421874,12.447641789980025,12.447641789980025,1.9997459650039673,0.9999163150787354,140,1291.623193359375,12.671785859365395,12.671785859365395,1.9998326301574707,0.3378995433789954,0.3424657534246575,0.319634703196347
8,size_only,0.0005,20,0.9999991,3907381.8,2983940.0,-0.9999991,0.35128304,-1.3991436958312988,fedyogi,1.0,0.003,200.38014392248036,200.00051814715746,False,0.9998268485069275,148,1477.025146484375,12.450516181488345,12.450516181488345,1.999653697013855,0.9998301267623901,150,1502.2887939453126,12.526777292140537,12.526777292140537,1.9996602535247803,0.999857485294342,140,1259.0001220703125,12.71508694314504,12.71508694314504,1.999714970588684,0.3378995433789954,0.3424657534246575,0.319634703196347
9,size_only,0.0005,20,0.99999785,3907366.5,2983932.8,-0.99999785,0.35128167,-1.399125099182129,fedyogi,1.0,0.003,200.3967570603974,200.00053864528132,False,0.9998292326927185,148,1450.3441650390625,12.750396302950117,12.750396302950117,1.999658465385437,0.9997970461845398,150,1488.785400390625,12.978250473202362,12.978250473202362,1.9995940923690796,0.9998077750205994,140,1266.05390625,12.784640427609805,12.784640427609805,1.9996155500411987,0.3378995433789954,0.3424657534246575,0.319634703196347
10,size_only,0.0005,20,0.9999955,3907335.2,2983917.5,-0.9999955,0.35127887,-1.3990867137908936,fedyogi,1.0,0.003,200.42493693734608,200.00055009487056,False,0.9997861981391907,148,1440.634765625,13.303491363255297,13.303491363255297,1.9995723962783813,0.9997251629829407,150,1450.56328125,13.481584005759151,13.481584005759151,1.9994503259658813,0.9997686743736267,140,1235.033740234375,13.075168188349833,13.075168188349833,1.9995373487472534,0.3378995433789954,0.3424657534246575,0.319634703196347
