id,name,n_seeds,seeds,test_mape_mean,test_mape_std,test_mape_min,test_mape_max,test_rmse_mean,test_rmse_std,test_rmse_min,test_rmse_max,test_mae_mean,test_mae_std,test_mae_min,test_mae_max,test_mpe_mean,test_mpe_std,test_mpe_min,test_mpe_max,test_r2_mean,test_r2_std,test_r2_min,test_r2_max
ab-4,C-fixed-hybrid,3,"456,789,2024",0.5526,0.005026927491022756,0.5468999999999999,0.5564,1758545.6666666667,142885.39313233993,1676009.0,1923535.5,1299406.6633333333,143550.88947279513,1202005.12,1464260.62,-0.1356,0.15103257926685887,-0.3078,-0.0256,0.2690666666666666,0.12104149426264257,0.1293,0.339
