round,strategy,lr,local_epochs,global_val_mape,global_val_rmse,global_val_mae,global_val_mpe,global_val_nrmse,global_val_r2,server_optimizer,server_lr_scale,effective_server_lr,aggregation_delta_norm,server_update_norm,server_update_clipped,Client 1_val_mape,Client 1_n_samples,Client 1_train_loss,Client 1_update_norm,Client 1_update_delta_norm,Client 1_validation_gap,Client 2_val_mape,Client 2_n_samples,Client 2_train_loss,Client 2_update_norm,Client 2_update_delta_norm,Client 2_validation_gap,Client 3_val_mape,Client 3_n_samples,Client 3_train_loss,Client 3_update_norm,Client 3_update_delta_norm,Client 3_validation_gap,Client 1_weight,Client 2_weight,Client 3_weight
1,size_only,0.0005,20,0.9995065,3900453.2,2980565.5,-0.9995065,0.35066015,-1.3906431198120117,fedyogi,1.0,0.1,13.034546861055594,6.14065721590226,False,0.9999370574951172,148,1553.1192138671875,13.109766845152377,13.109766845152377,1.9998741149902344,0.9999568462371826,150,1569.96220703125,12.963841657728189,12.963841657728189,1.9999136924743652,0.9999964833259583,140,1304.350146484375,13.461358610088878,13.461358610088878,1.9999929666519165,0.3378995433789954,0.3424657534246575,0.319634703196347
2,size_only,0.0005,20,0.9962945,3910635.2,2975034.0,-0.95036453,0.35157555,-1.4031407833099365,fedyogi,1.0,0.1,21.898103478770103,8.467067169943439,False,0.9995568990707397,148,1394.9843017578125,22.9010331068604,22.9010331068604,1.9991137981414795,0.9995779991149902,150,1410.8261962890624,23.92229258470013,23.92229258470013,1.9991559982299805,0.9996711015701294,140,1187.359375,19.62258890840239,19.62258890840239,1.9993422031402588,0.3378995433789954,0.3424657534246575,0.319634703196347
3,size_only,0.0005,20,40.925465,972532900.0,187233950.0,39.474926,87.43306,-148624.46875,fedyogi,1.0,0.1,79.10638845807757,9.4533044135441,False,0.9980360269546509,148,1186.61416015625,79.71018739349392,79.71018739349392,1.9960720539093018,0.9959173798561096,150,1220.511669921875,84.35758102980749,84.35758102980749,1.9918347597122192,0.9968370795249939,140,1009.3556274414062,73.86813896603287,73.86813896603287,1.9936741590499878,0.3378995433789954,0.3424657534246575,0.319634703196347
4,size_only,0.0005,20,413.03522,8945521000.0,1651638100.0,412.0004,804.2239,-12574648.0,fedyogi,1.0,0.1,222.5995393703346,9.970461254947923,False,0.9910563230514526,148,945.1993041992188,229.24610294135906,229.24610294135906,1.9821126461029053,0.9829416871070862,150,939.6904541015625,230.9999605111514,230.9999605111514,1.9658833742141724,0.9814167022705078,140,803.7362670898438,207.67384107569066,207.67384107569066,1.9628334045410156,0.3378995433789954,0.3424657534246575,0.319634703196347
5,size_only,0.0005,20,16217.369,318352130000.0,75391525000.0,16217.039,28620.625,-15925755903.0,fedyogi,1.0,0.1,477.5756815934828,9.862349663246682,False,0.953948974609375,148,674.5629760742188,473.9943188944961,473.9943188944961,1.90789794921875,0.9302268028259277,150,647.9594970703125,481.5598978350419,481.5598978350419,1.8604536056518555,0.9051720499992371,140,559.06572265625,479.36299544382086,479.36299544382086,1.8103440999984741,0.3378995433789954,0.3424657534246575,0.319634703196347
6,size_only,0.0005,20,71697.055,951189000000.0,153856720000.0,71696.56,85514.19,-142173356031.0,fedyogi,1.0,0.1,864.9603502858195,9.79501047932778,False,0.8072828650474548,148,398.33746948242185,894.6466348780548,894.6466348780548,1.6145657300949097,0.7446715831756592,150,388.2046691894531,848.4653209177358,848.4653209177358,1.482668399810791,0.8283711671829224,140,347.5896789550781,854.2193472800427,854.2193472800427,1.4300601482391357,0.3378995433789954,0.3424657534246575,0.319634703196347
7,size_only,0.0005,20,16496672.0,26371703000000.0,10677937000000.0,16496672.0,2370879.8,-109285090525183.0,fedyogi,1.0,0.1,1307.716248781063,10.456307978608223,False,0.5167459845542908,148,211.77412109375,1359.789250208775,1359.789250208775,0.9395191073417664,0.5379145741462708,150,204.63365478515624,1271.0070487372598,1271.0070487372598,0.8463819026947021,0.7882281541824341,140,206.19632873535156,1294.4429259876263,1294.4429259876263,0.9657077789306641,0.3378995433789954,0.3424657534246575,0.319634703196347
8,size_only,0.0005,20,,,,,,,fedyogi,1.0,0.1,1934.2646086631207,10.599148837142279,False,0.8441357612609863,148,140.99470977783204,1974.341345350781,1974.341345350781,0.5419696569442749,0.555575430393219,150,112.81517715454102,1875.130242211372,1875.130242211372,0.5723642110824585,1.0014092922210693,140,131.32755279541016,1960.8871864598132,1960.8871864598132,0.6936627626419067,0.3378995433789954,0.3424657534246575,0.319634703196347
9,size_only,0.0005,20,,,,,,,fedyogi,1.0,0.1,2839.776464046197,10.598100146892744,False,0.9773507118225098,148,89.61352844238282,2724.2560554936776,2724.2560554936776,0.2402217984199524,0.5374670624732971,150,68.9296859741211,2897.067651352639,2897.067651352639,0.2092704474925995,1.7888444662094116,140,92.1998794555664,2906.6274276826884,2906.6274276826884,0.1333143711090088,0.3378995433789954,0.3424657534246575,0.319634703196347
10,size_only,0.0005,20,,,,,,,fedyogi,1.0,0.1,3653.4272801271522,10.345675412838856,False,1.8057899475097656,148,139.63516845703126,3651.38568325015,3651.38568325015,0.06166481971740723,1.1452468633651733,150,158.8673065185547,3599.91871274036,3599.91871274036,0.022265195846557617,4.512189865112305,140,174.4925109863281,3722.2470308973097,3722.2470308973097,0.013936042785644531,0.3378995433789954,0.3424657534246575,0.319634703196347
11,size_only,0.0005,20,,,,,,,fedyogi,1.0,0.1,4701.049397594733,10.087412863305342,False,2.3244853019714355,148,224.88192443847657,4648.782630362647,4648.782630362647,0.017974853515625,1.5887949466705322,150,211.53238830566406,4848.0650758339325,4848.0650758339325,0.019927382469177246,8.480719566345215,140,311.80173645019534,4608.984275644594,4608.984275644594,0.0,0.3378995433789954,0.3424657534246575,0.319634703196347
12,size_only,0.0005,20,,,,,,,fedyogi,1.0,0.1,5639.709736498561,10.035019407162487,False,3.050553321838379,148,243.0547637939453,5625.201906495574,5625.201906495574,0.018644094467163086,1.8335880041122437,150,240.46582946777343,5768.464927209199,5768.464927209199,0.016652941703796387,10.05494213104248,140,313.8212188720703,5532.302174877131,5532.302174877131,0.0,0.3378995433789954,0.3424657534246575,0.319634703196347
13,size_only,0.0005,20,1411759000000000.0,inf,8.1807845e+20,1411759000000000.0,inf,-inf,fedyogi,1.0,0.1,7131.113788580287,9.823936777453266,False,3.2227141857147217,148,195.1000213623047,6984.057612001586,6984.057612001586,0.014959096908569336,1.4129884243011475,150,214.84773864746094,7052.249613514328,7052.249613514328,0.02877521514892578,7.1543426513671875,140,287.0556121826172,7399.961869962303,7399.961869962303,0.0,0.3378995433789954,0.3424657534246575,0.319634703196347
