round,strategy,client_id,n_samples,train_loss,val_mape,val_rmse,val_mae,val_mpe,aggregation_weight
10,perf_only,Client 1,148,812.137548828125,0.9877642393112183,3924753.0,3193200.25,-0.9877642393112183,0.33209798378777655
10,perf_only,Client 2,150,803.0798706054687,0.9784550070762634,4516278.0,3807524.25,-0.9784550070762634,0.33525763249296325
10,perf_only,Client 3,140,680.8281982421875,0.9861417412757874,2279623.75,1964226.875,-0.9861417412757874,0.33264438371926025
11,perf_only,Client 1,148,690.6260620117188,0.9801406860351562,3880733.0,3160346.75,-0.9801406860351562,0.33155845810155354
11,perf_only,Client 2,150,730.4255859375,0.9669538736343384,4469172.0,3762064.5,-0.9669538736343384,0.33608007467964324
11,perf_only,Client 3,140,557.3072143554688,0.97777259349823,2259460.0,1947682.5,-0.97777259349823,0.3323614672188032
12,perf_only,Client 1,148,599.3320556640625,0.9675257802009583,3818483.25,3111703.25,-0.9675257802009583,0.330119966129415
12,perf_only,Client 2,150,595.2124877929688,0.9485682249069214,4391534.0,3688614.75,-0.9485682249069214,0.3367175526283635
12,perf_only,Client 3,140,483.9101623535156,0.9586901068687439,2217249.75,1910829.375,-0.9586901068687439,0.33316248124222136
13,perf_only,Client 1,148,514.1320190429688,0.9503376483917236,3726031.25,3041571.5,-0.9503376483917236,0.3290651055297214
13,perf_only,Client 2,150,504.2568725585937,0.9296649098396301,4312639.5,3613956.75,-0.9296649098396301,0.3363824405220376
13,perf_only,Client 3,140,401.49921875,0.9347501397132874,2154560.0,1858348.75,-0.9347501397132874,0.33455245394824096
14,perf_only,Client 1,148,400.690087890625,0.9196782112121582,3601217.25,2934159.25,-0.9196782112121582,0.32766976361502986
14,perf_only,Client 2,150,420.3740478515625,0.8880525827407837,4146651.75,3451961.25,-0.8880525827407837,0.3393388367506954
14,perf_only,Client 3,140,326.99907836914065,0.9049805402755737,2087980.5,1799063.125,-0.9049805402755737,0.33299139963427465
15,perf_only,Client 1,148,336.4312683105469,0.8735538125038147,3388432.0,2764228.5,-0.8735538125038147,0.32771242008466966
15,perf_only,Client 2,150,330.3697509765625,0.8399478793144226,3947530.0,3262246.75,-0.8399478793144226,0.3408240295717713
15,perf_only,Client 3,140,262.5486358642578,0.863667905330658,1984787.75,1710817.125,-0.863667905330658,0.3314635503435589
16,perf_only,Client 1,148,260.1865295410156,0.8108747005462646,3145040.25,2546441.75,-0.8108747005462646,0.32587517421991186
16,perf_only,Client 2,150,270.9307891845703,0.7711336016654968,3707990.5,3014224.5,-0.7711336016654968,0.3426694374957267
16,perf_only,Client 3,140,203.17292175292968,0.7972232103347778,1811271.375,1555357.5,-0.7972232103347778,0.3314553882843613
17,perf_only,Client 1,148,199.975,0.7487240433692932,2935556.5,2344918.25,-0.7292935252189636,0.32428271888996724
17,perf_only,Client 2,150,192.54043884277343,0.6999583840370178,3453522.75,2747092.75,-0.6999583840370178,0.3468752591964143
17,perf_only,Client 3,140,138.6285430908203,0.7383431792259216,1701782.375,1449040.5,-0.7212879657745361,0.3288420219136184
18,perf_only,Client 1,148,132.084814453125,0.6928341388702393,2539711.25,2074029.625,-0.6210094094276428,0.31503611635783846
18,perf_only,Client 2,150,135.27454071044923,0.614883303642273,3227233.25,2469204.25,-0.614883303642273,0.35497424496447666
18,perf_only,Client 3,140,102.871875,0.6614382266998291,1541384.0,1279925.25,-0.5905166864395142,0.3299896386776848
19,perf_only,Client 1,148,97.37535400390625,0.6202731728553772,2397422.0,1887596.625,-0.5289552211761475,0.295110678793767
19,perf_only,Client 2,150,109.92579879760743,0.5120846629142761,2853666.25,2074786.125,-0.4817245304584503,0.35745881098849563
19,perf_only,Client 3,140,56.949300384521486,0.5268656015396118,1290583.125,999892.75,-0.3564644455909729,0.34743051021773746
20,perf_only,Client 1,148,51.869422149658206,0.5295220613479614,2032869.5,1551953.0,-0.3770989179611206,0.2995341293573728
20,perf_only,Client 2,150,68.50874099731445,0.4412505030632019,2531918.25,1799947.125,-0.3335322439670563,0.3594553855441351
20,perf_only,Client 3,140,51.78519477844238,0.46511733531951904,1185475.125,908946.25,-0.3421933054924011,0.3410104850984922
