round,strategy,lr,local_epochs,global_val_mape,global_val_rmse,global_val_mae,global_val_mpe,global_val_nrmse,global_val_r2,server_optimizer,server_lr_scale,effective_server_lr,aggregation_delta_norm,server_update_norm,server_update_clipped,Client 1_val_mape,Client 1_n_samples,Client 1_train_loss,Client 1_update_norm,Client 1_update_delta_norm,Client 1_validation_gap,Client 2_val_mape,Client 2_n_samples,Client 2_train_loss,Client 2_update_norm,Client 2_update_delta_norm,Client 2_validation_gap,Client 3_val_mape,Client 3_n_samples,Client 3_train_loss,Client 3_update_norm,Client 3_update_delta_norm,Client 3_validation_gap,Client 1_weight,Client 2_weight,Client 3_weight
1,size_only,0.0005,20,1.0,3907391.8,2983945.0,-1.0,0.35128394,-1.399156093597412,fedyogi,1.0,0.05,13.034546861055594,1.6239556078186472,False,0.9999370574951172,148,1553.1192138671875,13.109766845152377,13.109766845152377,1.9998741149902344,0.9999568462371826,150,1569.96220703125,12.963841657728189,12.963841657728189,1.9999136924743652,0.9999964833259583,140,1304.350146484375,13.461358610088878,13.461358610088878,1.9999929666519165,0.3378995433789954,0.3424657534246575,0.319634703196347
2,size_only,0.0005,20,0.99999857,3907376.5,2983937.0,-0.99999857,0.35128257,-1.3991374969482422,fedyogi,1.0,0.05,11.839211952298314,1.803621452650805,False,0.9998002052307129,148,1474.749658203125,11.959892880189367,11.959892880189367,1.9996004104614258,0.9998377561569214,150,1486.3775390625,11.818965103288775,11.818965103288775,1.9996755123138428,0.9999407529830933,140,1258.026220703125,12.283478328372599,12.283478328372599,1.9998815059661865,0.3378995433789954,0.3424657534246575,0.319634703196347
3,size_only,0.0005,20,0.9999696,3907026.0,2983759.5,-0.9999696,0.35125107,-1.3987069129943848,fedyogi,1.0,0.05,10.891315200480934,1.9064576667500177,False,0.9995622038841248,148,1382.1861083984375,10.982595223541024,10.982595223541024,1.9991244077682495,0.9994628429412842,150,1415.7737548828125,11.147104685256519,11.147104685256519,1.9989256858825684,0.9997063875198364,140,1177.723876953125,11.201353523134689,11.201353523134689,1.9994127750396729,0.3378995433789954,0.3424657534246575,0.319634703196347
4,size_only,0.0005,20,0.99962616,3903377.5,2981801.2,-0.99962616,0.35092306,-1.3942291736602783,fedyogi,1.0,0.05,10.897393874010609,1.9352764921963779,False,0.9991682767868042,148,1301.9721923828124,11.07483600809778,11.07483600809778,1.9983365535736084,0.9984713196754456,150,1315.737255859375,11.409379460349239,11.409379460349239,1.9969426393508911,0.99931401014328,140,1116.921875,10.980498806271596,10.980498806271596,1.99862802028656,0.3378995433789954,0.3424657534246575,0.319634703196347
5,size_only,0.0005,20,0.99763083,3886674.5,2971843.2,-0.99763083,0.3494214,-1.3737823963165283,fedyogi,1.0,0.05,11.581421800758616,1.912216460894286,False,0.9983426928520203,148,1218.949072265625,12.043878875393416,12.043878875393416,1.9966853857040405,0.9966551065444946,150,1215.7822998046875,12.483501284743923,12.483501284743923,1.9933102130889893,0.9983644485473633,140,1021.1344970703125,11.18910465885539,11.18910465885539,1.9967288970947266,0.3378995433789954,0.3424657534246575,0.319634703196347
6,size_only,0.0005,20,0.98972243,3839799.5,2939113.8,-0.98972243,0.34520724,-1.3168702125549316,fedyogi,1.0,0.05,14.100310487585409,1.8983942161657739,False,0.9969784617424011,148,1101.5133666992188,14.220166312520403,14.220166312520403,1.9939569234848022,0.9937182068824768,150,1123.335986328125,15.900524307872878,15.900524307872878,1.9874364137649536,0.9967253804206848,140,945.4161865234375,12.880921923447431,12.880921923447431,1.9934507608413696,0.3378995433789954,0.3424657534246575,0.319634703196347
7,size_only,0.0005,20,0.9692273,3742999.0,2862882.0,-0.9692273,0.33650464,-1.2015268802642822,fedyogi,1.0,0.05,16.8275328056898,1.8937900527281906,False,0.9940764904022217,148,1009.8698608398438,16.500358884529348,16.500358884529348,1.9881529808044434,0.9887000918388367,150,1011.8900634765625,18.635192345906063,18.635192345906063,1.9774001836776733,0.9945843815803528,140,865.6975341796875,15.971790357790772,15.971790357790772,1.9891687631607056,0.3378995433789954,0.3424657534246575,0.319634703196347
8,size_only,0.0005,20,0.92664224,3556860.8,2708800.2,-0.92664224,0.31977037,-0.9880090951919556,fedyogi,1.0,0.05,19.967510909711258,1.842139837532179,False,0.9911205768585205,148,924.77529296875,19.980368933045195,19.980368933045195,1.982241153717041,0.9815467000007629,150,930.880029296875,22.582659951361723,22.582659951361723,1.9630934000015259,0.9880398511886597,140,769.0633911132812,17.85921514655365,17.85921514655365,1.9760797023773193,0.3378995433789954,0.3424657534246575,0.319634703196347
9,size_only,0.0005,20,0.8497004,3232334.8,2434715.8,-0.8497004,0.2905947,-0.6417886018753052,fedyogi,1.0,0.05,23.10113515373711,1.783712166914246,False,0.9842939972877502,148,809.94990234375,22.3567267389331,22.3567267389331,1.9685879945755005,0.9704670310020447,150,837.65849609375,25.77341687863902,25.77341687863902,1.9409340620040894,0.9808657169342041,140,687.0563842773438,21.63367681718085,21.63367681718085,1.9617314338684082,0.3378995433789954,0.3424657534246575,0.319634703196347
10,size_only,0.0005,20,0.73777133,2757519.8,2020783.8,-0.7356532,0.24790768,-0.19487321376800537,fedyogi,1.0,0.05,26.04879097335205,1.714794740820225,False,0.9759615659713745,148,700.0982421875,25.11234665436642,25.11234665436642,1.951923131942749,0.9540022611618042,150,705.7632080078125,28.630878546349123,28.630878546349123,1.9080045223236084,0.9731645584106445,140,587.7568908691406,24.95719314198044,24.95719314198044,1.946329116821289,0.3378995433789954,0.3424657534246575,0.319634703196347
