round,strategy,client_id,n_samples,train_loss,val_mape,val_rmse,val_mae,val_mpe,update_norm,update_delta_norm,validation_gap,aggregation_weight
1,size_only,Client 1,148,1553.1192138671875,0.9999370574951172,3987416.5,3241793.75,-0.9999370574951172,13.109766845152377,13.109766845152377,1.9998741149902344,0.3378995433789954
1,size_only,Client 2,150,1569.96220703125,0.9999568462371826,4608771.0,3894918.0,-0.9999568462371826,12.963841657728189,12.963841657728189,1.9999136924743652,0.3424657534246575
1,size_only,Client 3,140,1304.350146484375,0.9999964833259583,2321849.5,1997768.25,-0.9999964833259583,13.461358610088878,13.461358610088878,1.9999929666519165,0.319634703196347
2,size_only,Client 1,148,1530.1242919921874,0.9999020099639893,3987259.0,3241664.0,-0.9999020099639893,12.861593569764567,12.861593569764567,1.9998040199279785,0.3378995433789954
2,size_only,Client 2,150,1543.961328125,0.9999308586120605,4608582.0,3894781.0,-0.9999308586120605,12.699364928790796,12.699364928790796,1.999861717224121,0.3424657534246575
2,size_only,Client 3,140,1309.47392578125,0.9999808073043823,2321776.0,1997720.625,-0.9999808073043823,13.137661129698184,13.137661129698184,1.9999616146087646,0.319634703196347
3,size_only,Client 1,148,1506.985791015625,0.9998691082000732,3986994.5,3241490.0,-0.9998691082000732,12.455069384108226,12.455069384108226,1.9997382164001465,0.3378995433789954
3,size_only,Client 2,150,1539.3908447265626,0.9998769164085388,4608200.5,3894496.5,-0.9998769164085388,12.249341806842201,12.249341806842201,1.9997538328170776,0.3424657534246575
3,size_only,Client 3,140,1285.821484375,0.9999697804450989,2321732.0,1997687.125,-0.9999697804450989,12.864467463155448,12.864467463155448,1.9999395608901978,0.319634703196347
4,size_only,Client 1,148,1484.071923828125,0.9998354911804199,3986689.0,3241305.25,-0.9998354911804199,12.252923706279057,12.252923706279057,1.9996709823608398,0.3378995433789954
4,size_only,Client 2,150,1504.168994140625,0.9998485445976257,4608070.0,3894381.0,-0.9998485445976257,12.229517484274082,12.229517484274082,1.9996970891952515,0.3424657534246575
4,size_only,Client 3,140,1285.3993408203125,0.9999344348907471,2321580.75,1997579.75,-0.9999344348907471,12.718089553040864,12.718089553040864,1.9998688697814941,0.319634703196347
5,size_only,Client 1,148,1462.2998291015624,0.9997611045837402,3986159.5,3240916.0,-0.9997611045837402,12.685113316592453,12.685113316592453,1.9995222091674805,0.3378995433789954
5,size_only,Client 2,150,1471.548974609375,0.9997742176055908,4607724.5,3894083.75,-0.9997742176055908,12.952801925057763,12.952801925057763,1.9995484352111816,0.3424657534246575
5,size_only,Client 3,140,1247.3000244140626,0.9998370409011841,2321157.75,1997274.5,-0.9998370409011841,12.810269516658245,12.810269516658245,1.9996740818023682,0.319634703196347
6,size_only,Client 1,148,1419.3164306640624,0.9997260570526123,3985961.25,3240750.0,-0.9997260570526123,14.273075223671356,14.273075223671356,1.9994521141052246,0.3378995433789954
6,size_only,Client 2,150,1447.27177734375,0.9996772408485413,4607254.0,3893663.25,-0.9996772408485413,15.053151262309493,15.053151262309493,1.9993544816970825,0.3424657534246575
6,size_only,Client 3,140,1233.25791015625,0.9997633695602417,2320845.0,1997052.875,-0.9997633695602417,13.805654926608321,13.805654926608321,1.9995267391204834,0.319634703196347
7,size_only,Client 1,148,1402.5294677734375,0.9996402263641357,3985326.25,3240319.25,-0.9996402263641357,16.896265739116537,16.896265739116537,1.9992804527282715,0.3378995433789954
7,size_only,Client 2,150,1416.49697265625,0.9995439648628235,4606858.0,3893199.25,-0.9995439648628235,17.7324045363732,17.7324045363732,1.999087929725647,0.3424657534246575
7,size_only,Client 3,140,1222.0740478515625,0.999670684337616,2320346.75,1996732.5,-0.999670684337616,15.468689505402315,15.468689505402315,1.999341368675232,0.319634703196347
8,size_only,Client 1,148,1387.8429931640626,0.999570369720459,3984808.5,3239956.0,-0.999570369720459,21.06720007296745,21.06720007296745,1.999140739440918,0.3378995433789954
