round,strategy,lr,local_epochs,global_val_mape,global_val_rmse,global_val_mae,global_val_mpe,global_val_nrmse,global_val_r2,server_optimizer,server_lr_scale,effective_server_lr,aggregation_delta_norm,server_update_norm,server_update_clipped,Client 1_val_mape,Client 1_n_samples,Client 1_train_loss,Client 1_update_norm,Client 1_update_delta_norm,Client 1_validation_gap,Client 2_val_mape,Client 2_n_samples,Client 2_train_loss,Client 2_update_norm,Client 2_update_delta_norm,Client 2_validation_gap,Client 3_val_mape,Client 3_n_samples,Client 3_train_loss,Client 3_update_norm,Client 3_update_delta_norm,Client 3_validation_gap,Client 1_weight,Client 2_weight,Client 3_weight
1,size_only,0.0005,20,1.0,3907391.2,2983944.8,-1.0,0.3512839,-1.399155616760254,fedyogi,1.0,0.1,13.034546861055594,2.542033924807333,False,0.9999370574951172,148,1553.1192138671875,13.109766845152377,13.109766845152377,1.9998741149902344,0.9999568462371826,150,1569.96220703125,12.963841657728189,12.963841657728189,1.9999136924743652,0.9999964833259583,140,1304.350146484375,13.461358610088878,13.461358610088878,1.9999929666519165,0.3378995433789954,0.3424657534246575,0.319634703196347
2,size_only,0.0005,20,0.9999936,3907322.5,2983909.0,-0.9999936,0.3512777,-1.3990709781646729,fedyogi,1.0,0.1,10.949768061788701,2.9149018733597813,False,0.9997721314430237,148,1461.944580078125,11.075349548391333,11.075349548391333,1.9995442628860474,0.999804675579071,150,1473.12919921875,10.982187523583578,10.982187523583578,1.999609351158142,0.9999298453330994,140,1246.4584228515625,11.37807413426121,11.37807413426121,1.9998596906661987,0.3378995433789954,0.3424657534246575,0.319634703196347
3,size_only,0.0005,20,0.9997836,3905022.2,2982697.0,-0.9997836,0.3510709,-1.396247386932373,fedyogi,1.0,0.1,9.135217733322687,2.989214848197033,False,0.9995037913322449,148,1367.79931640625,9.248068531685364,9.248068531685364,1.9990075826644897,0.999374508857727,150,1401.2102294921874,9.578451461365075,9.578451461365075,1.998749017715454,0.999668538570404,140,1165.0130859375,9.344009329853526,9.344009329853526,1.999337077140808,0.3378995433789954,0.3424657534246575,0.319634703196347
4,size_only,0.0005,20,0.99724084,3885236.8,2970668.2,-0.99724084,0.34929216,-1.3720269203186035,fedyogi,1.0,0.1,8.712894434368625,2.7901545514079418,False,0.9990623593330383,148,1286.82109375,8.97331869324486,8.97331869324486,1.9981247186660767,0.9982678294181824,150,1300.3654541015626,9.488147751377992,9.488147751377992,1.9965356588363647,0.9992392659187317,140,1102.8131958007812,8.606091455761662,8.606091455761662,1.9984785318374634,0.3378995433789954,0.3424657534246575,0.319634703196347
5,size_only,0.0005,20,0.98798627,3836147.0,2934432.8,-0.98798627,0.34487888,-1.3124644756317139,fedyogi,1.0,0.1,9.359635086907856,2.621903708373766,False,0.998141348361969,148,1202.5283447265624,9.91191014633145,9.91191014633145,1.996282696723938,0.9963459968566895,150,1199.1640869140624,10.526016815047152,10.526016815047152,1.992691993713379,0.9982022047042847,140,1006.2170288085938,8.760430560341545,8.760430560341545,1.9964044094085693,0.3378995433789954,0.3424657534246575,0.319634703196347
6,size_only,0.0005,20,0.97189456,3772484.0,2878018.0,-0.97189456,0.3391554,-1.2363483905792236,fedyogi,1.0,0.1,12.098068801939071,2.4320493885090624,False,0.9966333508491516,148,1083.7589111328125,12.114893503901639,12.114893503901639,1.9932667016983032,0.9931108355522156,150,1105.5028198242187,14.245046867808025,14.245046867808025,1.9862216711044312,0.9964371919631958,140,928.39951171875,10.662848635810985,10.662848635810985,1.9928743839263916,0.3378995433789954,0.3424657534246575,0.319634703196347
7,size_only,0.0005,20,0.94971794,3685022.2,2799966.0,-0.94971794,0.3312924,-1.133854627609253,fedyogi,1.0,0.1,14.830195661453791,1.990906006118969,False,0.9935194253921509,148,988.863818359375,14.386840672636826,14.386840672636826,1.9870388507843018,0.9873519539833069,150,991.1450439453125,16.787087614416386,16.787087614416386,1.9747039079666138,0.9942797422409058,140,848.174853515625,13.973206469899713,13.973206469899713,1.9885594844818115,0.3378995433789954,0.3424657534246575,0.319634703196347
8,size_only,0.0005,20,0.91528004,3538520.5,2675410.0,-0.91528004,0.31812152,-0.9675600528717041,fedyogi,1.0,0.1,17.583768780241446,2.020560550140223,False,0.9901814460754395,148,903.2734008789063,17.41166863039855,17.41166863039855,1.980362892150879,0.9796419739723206,150,910.128076171875,20.1929943394486,20.1929943394486,1.9592839479446411,0.9871798753738403,140,750.6027587890625,15.719920042475586,15.719920042475586,1.9743597507476807,0.3378995433789954,0.3424657534246575,0.319634703196347
9,size_only,0.0005,20,0.867388,3333668.8,2505478.8,-0.867388,0.29970485,-0.7463427782058716,fedyogi,1.0,0.1,20.160763266242856,2.051321366368117,False,0.9825249910354614,148,789.8419555664062,18.910063348666544,18.910063348666544,1.9650499820709229,0.9680126309394836,150,817.519677734375,22.700911910361654,22.700911910361654,1.9360252618789673,0.9806878566741943,140,666.8908203125,19.42150588895825,19.42150588895825,1.9613757133483887,0.3378995433789954,0.3424657534246575,0.319634703196347
10,size_only,0.0005,20,0.8010458,3060898.5,2276574.0,-0.8010458,0.27518216,-0.4722529649734497,fedyogi,1.0,0.1,22.696798407087847,2.0163625345790996,False,0.9733284115791321,148,682.8440185546875,21.176340698714387,21.176340698714387,1.9466568231582642,0.9508135914802551,150,682.8999877929688,24.81426045617595,24.81426045617595,1.9016271829605103,0.9729031324386597,140,564.6297607421875,22.729812743088292,22.729812743088292,1.9458062648773193,0.3378995433789954,0.3424657534246575,0.319634703196347
