scenario,model_type,training_samples,training_scope,local_validation_samples_withheld,validation_samples,test_samples,n_estimators,learning_rate,max_depth,val_mape,val_rmse,val_mae,val_mpe,val_nrmse,test_mape,test_rmse,test_mae,test_mpe,test_nrmse
GBR传统机器学习,GradientBoostingRegressor,438,federated_local_train_union,112,68,70,200,0.1,5,0.4444936051645478,1787097.3279733676,1163420.7618505692,0.171486351358351,0.160664338022508,0.5600261774288104,1500143.7072833187,1098676.2075041088,0.2305661248597591,0.1682830591376442
