scenario,model_type,training_samples,training_scope,local_validation_samples_withheld,validation_samples,test_samples,n_estimators,learning_rate,max_depth,val_mape,val_rmse,val_mae,val_mpe,val_nrmse,test_mape,test_rmse,test_mae,test_mpe,test_nrmse
GBR传统机器学习,GradientBoostingRegressor,438,federated_local_train_union,112,68,70,200,0.1,5,0.436553777664426,1658363.1578764473,1091737.6204846269,0.1628742050977436,0.1490908272261185,0.5533432184941232,1413360.4142565525,1078304.5474062243,0.214104395276669,0.1585478864594011
