scenario,model_type,training_samples,training_scope,local_validation_samples_withheld,test_samples,hidden_dims,dropout,learning_rate,weight_decay,batch_size,best_epoch,best_val_mape,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
ANN传统神经网络,PyTorch_MLP,438,federated_local_train_union,112,70,"[128, 128, 64, 32]",0.1,0.001,0.0001,32,74,0.3434579,0.5678357,1556067.6,1092374.0,0.19918242,0.1745565,0.4302253723144531,0.517522,1716414.8,1209879.6,-0.015919447,0.3067487478256225,0.21858154
