scenario,scenario_key,n_runs,test_mape_mean,test_mape_std,test_mape_min,test_mape_max,test_mape_ci_lower,test_mape_ci_upper,test_rmse_mean,test_rmse_std,test_rmse_min,test_rmse_max,test_rmse_ci_lower,test_rmse_ci_upper,test_mae_mean,test_mae_std,test_mae_min,test_mae_max,test_mae_ci_lower,test_mae_ci_upper,test_mpe_mean,test_mpe_std,test_mpe_min,test_mpe_max,test_mpe_ci_lower,test_mpe_ci_upper,test_r2_mean,test_r2_std,test_r2_min,test_r2_max,test_r2_ci_lower,test_r2_ci_upper,test_mape_corrected_mean,test_mape_corrected_std,test_mape_corrected_min,test_mape_corrected_max,test_mape_corrected_ci_lower,test_mape_corrected_ci_upper,test_rmse_corrected_mean,test_rmse_corrected_std,test_rmse_corrected_min,test_rmse_corrected_max,test_rmse_corrected_ci_lower,test_rmse_corrected_ci_upper,test_mae_corrected_mean,test_mae_corrected_std,test_mae_corrected_min,test_mae_corrected_max,test_mae_corrected_ci_lower,test_mae_corrected_ci_upper,test_mpe_corrected_mean,test_mpe_corrected_std,test_mpe_corrected_min,test_mpe_corrected_max,test_mpe_corrected_ci_lower,test_mpe_corrected_ci_upper,test_r2_corrected_mean,test_r2_corrected_std,test_r2_corrected_min,test_r2_corrected_max,test_r2_corrected_ci_lower,test_r2_corrected_ci_upper
GBR传统机器学习,A,5,0.5577634354441493,0.011524840271654067,0.5481212175843564,0.5767789349730309,0.5434534561937875,0.5720734146945111,1442583.9816234042,42375.38673406483,1390877.4542825555,1500143.7072833187,1389967.9895057543,1495199.973741054,1092580.67046239,29867.042489520863,1049122.082876664,1125654.4521502974,1055495.8390703297,1129665.5018544502,0.2220751655713334,0.009492446419181804,0.2112182216084168,0.2324155399379699,0.21028873659775707,0.2338615945449097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANN传统神经网络,A_prime,5,0.50660558,0.05829635813623138,0.43019307,0.5678357,0.43422109087584826,0.5789900691241517,1491248.3599999999,44750.581094193694,1431269.4,1556067.6,1435683.1745566414,1546813.5454433584,1045189.82,36883.94020081099,993218.5,1092374.0,999392.3593407524,1090987.2806592477,0.13205657259999998,0.0940173186493314,-0.015124127,0.21100114,0.015318652825473622,0.24879449237452633,0.47632852792739866,0.031485298733016046,0.4302253723144531,0.5179534554481506,0.437234366017922,0.5154226898368753,0.476180338,0.036713655106769466,0.4298853,0.517522,0.43059431421145444,0.5217663617885455,1585529.64,82901.87518526349,1493582.2,1716414.8,1482593.366198876,1688465.9138011239,1104492.7480000001,65436.18235572369,1047087.44,1209879.6,1023242.9961890015,1185742.4998109988,-0.0021082697999999993,0.02635858074720947,-0.025161857,0.038934648,-0.034836770557556934,0.030620230957556935,0.40715153217315675,0.06286030869010935,0.3067487478256225,0.4750663042068481,0.3291001499566726,0.4852029143896409
传统联邦学习,B,5,0.516289466,0.0573642881893045,0.42065084,0.56156653,0.4450622945727551,0.5875166374272449,1716607.0399999998,122275.0302629814,1612047.9,1927505.6,1564782.5370431799,1868431.5429568198,1242666.92,131527.77169844016,1118802.0,1466428.0,1079353.6211180824,1405980.2188819174,-0.1204936074,0.13050448918502439,-0.32689753,-0.008085187,-0.2825363332250176,0.04154911842501759,0.3037788510322571,0.10267276156245256,0.1257463097572326,0.3884921669960022,0.17629377940400026,0.43126392266051394,0.518586506,0.06187591923507183,0.42098188,0.57439375,0.4417574047300474,0.5954156072699526,1541188.7200000002,19315.229476167235,1510371.1,1561353.8,1517205.6949423992,1565171.7450576012,1097856.28,20558.62487855154,1070468.8,1115650.5,1072329.3756357264,1123383.1843642737,0.04271227628,0.052717847604719995,-0.014744983,0.09676063,-0.022745577153573476,0.10817012971357348,0.44099925756454467,0.013950602199649182,0.4263476133346557,0.4631987810134887,0.42367729705997803,0.4583212180691113
自适应联邦学习（FedYogi-TR）,FEDYOGI,5,0.5205652040000001,0.06698791645624103,0.42136717,0.60579515,0.43738871982160393,0.6037416881783961,1748026.3400000003,152211.0554896326,1662685.0,2018229.1,1559031.3522699277,1937021.327730073,1258498.0799999998,171974.03311327848,1143677.1,1561304.8,1044964.1144573395,1472032.0455426602,-0.152079688,0.1332452914624904,-0.36003774,-0.045710504,-0.317525569339142,0.013366193339142018,0.27661666870117185,0.13226984947528198,0.041511058807373,0.3494718074798584,0.11238195855988287,0.44085137884246084,0.5238307759999999,0.06381370599124363,0.41867378,0.5747427,0.44459559467871274,0.6030659573212871,1546120.6199999999,47848.87608640354,1499452.2,1615826.0,1486708.3932089994,1605532.8467910003,1085897.1800000002,41200.335045749285,1062922.2,1159277.4,1034740.2072597604,1137054.15274024,0.057617377000000004,0.0522714707866616,-0.015486903,0.1244593,-0.007286226408957618,0.12252098040895762,0.4370555281639099,0.03501474041394947,0.3856224417686462,0.4709320068359375,0.3935789855854584,0.48053207074236143
验证引导自适应联邦学习（VG-FedYogi-TR）,VG_FEDYOGI_TR,5,0.483647588,0.0815121025357494,0.43280682,0.6281659,0.382436944863466,0.584858231136534,1632257.4,67642.96915263991,1551303.6,1729997.4,1548267.560471559,1716247.2395284409,1162408.94,67931.9763312389,1078381.6,1232104.6,1078060.2506626702,1246757.6293373297,-0.08683210000000001,0.16242540662116842,-0.26337227,0.14839053,-0.2885098797951125,0.1148456797951125,0.3722022533416748,0.052273485042917685,0.2957335114479065,0.4337087869644165,0.3072961489032408,0.43710835778010876,0.49000602000000004,0.07172330021070836,0.44927642,0.6166887,0.40094978029600287,0.5790622597039972,1553917.1,55558.02136852063,1509163.4,1626966.9,1484932.7050552724,1622901.4949447277,1116585.94,62924.94647838801,1057718.8,1210852.2,1038454.2993688866,1194717.5806311131,0.018321535400000002,0.08533824203003533,-0.113904044,0.12409311,-0.08763988739869437,0.12428295819869438,0.4312180757522583,0.040943571671335485,0.3771211504936218,0.4640568494796753,0.3803799168500854,0.4820562346544312
多智能体协同验证引导自适应联邦学习（MAS-VG-FedYogi-TR）,MAS_VG_FEDYOGI_TR,5,0.480689658,0.06591715583612337,0.42551887,0.59409255,0.39884269873429834,0.5625366172657017,1635553.1800000002,52224.54264746606,1581309.1,1710569.6,1570707.8455719843,1700398.514428016,1173677.4,52010.840605444966,1121525.0,1243286.1,1109097.4117039044,1238257.3882960954,-0.102791853,0.14441570683399085,-0.29197815,0.104279935,-0.2821076369509161,0.0765239309509161,0.37001584768295287,0.04049120422248515,0.3114623427391052,0.4115903973579407,0.3197393771559767,0.420292318209929,0.489237142,0.06258011601956182,0.4506493,0.59895766,0.4115336649350953,0.5669406190649047,1555489.0399999998,46802.63636429044,1513522.5,1613499.5,1497375.8914054378,1613602.1885945618,1120194.9,48801.35798146402,1075134.6,1196362.1,1059600.010730962,1180789.7892690378,0.015190998400000003,0.07728377112050956,-0.09516044,0.11777524,-0.08076947784575668,0.11115147464575668,0.43023661375045774,0.03441915393153558,0.3873902559280395,0.460956335067749,0.3874995894650364,0.4729736380358791
一致性感知自适应联邦学习（Coherence-FedYogi-TR）,COHERENCE_FEDYOGI_TR,5,0.522429944,0.06192215550232309,0.42805526,0.5978946,0.44554343282159015,0.5993164551784098,1749229.6800000002,156857.91841579753,1654665.0,2027360.5,1554464.8498699209,1943994.5101300795,1261117.18,171312.53295620842,1159585.8,1564386.0,1048404.5753871796,1473829.7846128203,-0.14764064019999998,0.1385900971925556,-0.37030345,-0.040031496,-0.31972297439155717,0.024441693991557184,0.2753559470176697,0.1365738294584266,0.0328180789947509,0.3557323217391968,0.10577713988232035,0.44493475415301903,0.5280186,0.060604449598555044,0.42694056,0.5717898,0.4527682368025195,0.6032689631974805,1554924.1800000002,50425.42484617258,1497583.5,1627085.4,1492312.745374378,1617535.6146256223,1100154.9200000002,43985.52078033179,1069158.5,1176189.2,1045539.6824048185,1154770.1575951818,0.056953363800000004,0.0541322348024371,-0.015001445,0.12704593,-0.01026068329649911,0.12416741089649912,0.4305837392807007,0.037066713104187264,0.3770303726196289,0.4722499251365661,0.3845593360874836,0.4766081424739178
大模型引导的生成式一致性感知自适应联邦学习（LLM-GCA-FedYogi-TR）,LLM_GCA_FEDYOGI_TR,5,0.52061163,0.06702735147468455,0.4215262,0.60584027,0.43738618077893404,0.6038370792210659,1748084.06,152326.9388937262,1662119.2,2018453.5,1558945.1840190752,1937222.9359809249,1258492.28,172008.85732201987,1144349.6,1561395.2,1044915.0744910797,1472069.4855089204,-0.151922442,0.13334741504658693,-0.3599554,-0.04494596,-0.3174951265168822,0.013650242516882238,0.276562488079071,0.13237520116129078,0.0412978529930114,0.3499143719673157,0.11219696654211483,0.4409280096160272,0.5239162980000001,0.06391681465515252,0.41889828,0.5749643,0.4445530903628343,0.6032795056371658,1546546.7200000002,48072.1992964436,1499617.6,1616570.4,1486857.2008191298,1606236.2391808706,1086254.5,41357.37156197185,1063391.5,1159938.5,1034902.5406711632,1137606.4593288368,0.0575134379,0.05235107148726873,-0.0155290635,0.124550685,-0.007489002833133286,0.12251587863313329,0.43674139976501464,0.035188934436304706,0.38505619764328,0.4708152413368225,0.3930485667403023,0.48043423278972697
