scenario,model_type,training_samples,training_scope,local_validation_samples_withheld,test_samples,hidden_dims,dropout,learning_rate,weight_decay,batch_size,best_epoch,best_val_mape,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
ANN传统神经网络,PyTorch_MLP,438,federated_local_train_union,112,70,"[128, 128, 64, 32]",0.1,0.001,0.0001,32,70,0.362357,0.55781096,1501278.6,1065038.1,0.21100114,0.16841038,0.4696424007415771,0.50799876,1592594.8,1098746.9,0.038934648,0.4031616449356079,0.16561821
