scenario,scenario_key,num_rounds,best_round,best_val_mape,server_optimizer,server_lr,server_beta1,server_beta2,server_tau,server_lr_scale,max_coordinate_step_ratio,update_clip_norm,adaptive_mode,candidate_budget,weight_grid_step,min_client_weight,max_client_weight,selection_epsilon,llm_score_tolerance,weight_l1_change_limit,use_llm,llm_provider,llm_temperature,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
一致性感知自适应联邦学习（Coherence-FedYogi-TR）,COHERENCE_FEDYOGI_TR,20,20,0.39920244,fedyogi,0.5,0.9,0.99,0.001,1.0,1.0,,coherence_guided,30,0.05,0.05,0.8,0.002,0.002,0.4,False,deepseek,0.8,0.42805526,1708977.1,1220648.9,-0.19588304,0.19170956,0.3127437233924866,0.42694056,1517661.9,1081029.5,-0.015001445,0.4580038189888,-0.18363646
