scenario,model_type,training_samples,training_scope,local_validation_samples_withheld,test_samples,hidden_dims,dropout,learning_rate,weight_decay,batch_size,best_epoch,best_val_mape,test_mape,test_rmse,test_mae,test_mpe,test_nrmse,test_r2,test_mape_corrected,test_rmse_corrected,test_mae_corrected,test_mpe_corrected,test_r2_corrected,bias_correction_value
ANN传统神经网络,PyTorch_MLP,438,federated_local_train_union,112,70,"[128, 128, 64, 32]",0.1,0.001,0.0001,32,79,0.31864807,0.50776494,1431269.4,993218.5,0.1710573,0.16055688,0.5179534554481506,0.4718563,1542558.5,1053367.6,0.009286589,0.4400755167007446,0.16028221
